Timestamp,CO (ppm),NO2 (ppm),CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Occupancy,Position,Room Condition,Room Type,Floor No.,Weather,Occupancy_Classified
2023-09-21 12:28:41,29.1,0.2,1748.0,109.0,33.0,50.0,51.0,25.1,13.5,68.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:28:47,29.1,0.2,1746.0,104.0,32.0,49.0,50.0,25.1,13.6,68.5,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:28:52,29.1,0.2,1746.0,98.0,32.0,49.0,50.0,25.1,13.5,78.5,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:28:58,28.8,0.2,1746.0,97.0,33.0,50.0,51.0,25.1,13.5,72.1,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:03,28.9,0.2,1745.0,94.0,33.0,49.0,51.0,25.1,13.5,82.5,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:09,29.1,0.2,1743.0,90.0,33.0,49.0,51.0,25.1,13.5,78.1,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:15,29.1,0.2,1742.0,92.0,32.0,48.0,50.0,25.1,13.5,69.6,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:20,28.9,0.2,1740.0,91.0,33.0,49.0,51.0,25.1,13.5,73.6,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:26,28.9,0.2,1740.0,80.0,32.0,48.0,50.0,25.1,13.5,76.3,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:31,28.9,0.2,1739.0,77.0,32.0,48.0,50.0,25.1,13.5,75.8,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:37,29.3,0.2,1738.0,77.0,32.0,48.0,50.0,25.1,13.5,68.8,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:42,29.3,0.2,1737.0,68.0,31.0,49.0,50.0,25.1,13.5,75.8,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:48,28.3,0.2,1736.0,63.0,31.0,49.0,50.0,25.1,13.5,70.0,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:54,28.8,0.2,1736.0,71.0,31.0,49.0,50.0,25.0,13.5,76.7,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:29:59,29.1,0.2,1736.0,66.0,31.0,49.0,50.0,25.0,13.5,77.0,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:05,29.1,0.2,1736.0,60.0,31.0,49.0,50.0,25.0,13.5,71.8,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:10,28.9,0.2,1735.0,55.0,32.0,49.0,50.0,25.0,13.5,71.2,11.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:16,29.1,0.2,1735.0,58.0,32.0,49.0,50.0,25.0,13.5,68.0,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:22,29.1,0.2,1735.0,58.0,32.0,49.0,51.0,25.0,13.5,70.6,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:27,28.6,0.2,1736.0,58.0,32.0,49.0,51.0,25.0,13.5,74.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:33,27.6,0.2,1737.0,54.0,33.0,48.0,51.0,25.0,13.5,68.9,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:38,24.0,0.2,1738.0,58.0,34.0,49.0,51.0,25.0,13.5,68.9,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:44,29.1,0.2,1739.0,66.0,34.0,48.0,51.0,25.1,13.5,73.0,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:50,28.8,0.2,1741.0,48.0,34.0,48.0,51.0,25.1,13.5,69.2,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:30:55,22.0,0.3,1742.0,52.0,34.0,48.0,51.0,25.1,13.5,69.0,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:01,24.2,0.2,1743.0,47.0,34.0,47.0,51.0,25.0,13.5,77.9,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:06,24.0,0.2,1742.0,52.0,34.0,47.0,50.0,25.0,13.5,71.4,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:12,29.1,0.2,1744.0,53.0,34.0,48.0,50.0,25.1,13.5,82.7,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:17,28.8,0.2,1745.0,52.0,35.0,48.0,50.0,25.1,13.5,76.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:23,22.0,0.3,1748.0,60.0,33.0,47.0,49.0,25.0,13.5,75.0,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:29,24.2,0.2,1750.0,51.0,34.0,48.0,50.0,25.1,13.5,72.1,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:34,28.9,0.2,1751.0,59.0,34.0,48.0,50.0,25.1,13.5,71.7,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:40,29.1,0.2,1753.0,66.0,33.0,47.0,49.0,25.1,13.5,69.9,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:45,28.9,0.2,1755.0,59.0,33.0,47.0,49.0,25.1,13.5,68.9,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:51,21.8,0.3,1756.0,60.0,33.0,47.0,49.0,25.1,13.5,72.8,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:31:57,24.0,0.2,1757.0,66.0,33.0,48.0,49.0,25.1,13.5,72.7,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:02,28.9,0.2,1757.0,58.0,33.0,48.0,50.0,25.1,13.5,76.5,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:08,29.1,0.2,1757.0,55.0,33.0,48.0,51.0,25.0,13.5,78.6,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:13,22.1,0.3,1758.0,62.0,33.0,48.0,52.0,25.1,13.5,68.5,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:19,22.1,0.3,1759.0,57.0,33.0,48.0,52.0,25.1,13.5,70.0,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:24,24.0,0.2,1762.0,59.0,33.0,48.0,53.0,25.0,13.5,74.2,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:30,29.1,0.2,1762.0,53.0,33.0,48.0,53.0,25.1,13.5,72.1,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:36,29.1,0.2,1762.0,52.0,33.0,48.0,53.0,25.1,13.5,75.0,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:41,21.7,0.3,1762.0,53.0,33.0,48.0,53.0,25.1,13.6,69.2,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:47,21.8,0.3,1761.0,51.0,33.0,48.0,53.0,25.1,13.5,69.0,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:52,28.9,0.3,1761.0,52.0,33.0,48.0,53.0,25.1,13.6,71.6,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:32:58,29.3,0.2,1761.0,51.0,33.0,48.0,52.0,25.1,13.6,69.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:04,29.1,0.2,1760.0,46.0,33.0,48.0,52.0,25.1,13.6,69.2,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:09,21.3,0.3,1760.0,49.0,33.0,48.0,52.0,25.2,13.5,68.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:15,21.3,0.3,1760.0,49.0,33.0,48.0,52.0,25.1,13.5,73.2,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:20,28.9,0.2,1761.0,46.0,33.0,48.0,51.0,25.1,13.5,83.8,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:26,27.8,0.2,1762.0,43.0,33.0,48.0,51.0,25.1,13.6,77.9,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:32,28.3,0.2,1762.0,52.0,33.0,48.0,51.0,25.1,13.5,70.5,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:37,20.2,0.3,1761.0,56.0,33.0,48.0,50.0,25.1,13.5,70.8,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:43,19.9,0.3,1760.0,47.0,33.0,48.0,50.0,25.1,13.5,80.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:48,29.1,0.2,1761.0,44.0,33.0,48.0,50.0,25.1,13.5,77.2,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:54,28.9,0.2,1761.0,38.0,34.0,48.0,50.0,25.1,13.5,75.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:33:59,19.8,0.3,1761.0,38.0,34.0,48.0,50.0,25.1,13.5,77.1,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:05,16.9,0.3,1759.0,39.0,34.0,48.0,50.0,25.1,13.5,73.1,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:11,19.0,0.3,1758.0,42.0,33.0,48.0,50.0,25.0,13.5,74.8,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:16,29.1,0.2,1758.0,43.0,33.0,48.0,50.0,25.1,13.5,80.6,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:22,29.1,0.2,1759.0,40.0,33.0,48.0,50.0,25.1,13.5,74.6,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:27,28.8,0.2,1758.0,46.0,33.0,48.0,49.0,25.1,13.5,77.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:33,27.4,0.2,1757.0,43.0,33.0,48.0,49.0,25.0,13.5,78.6,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:39,28.9,0.2,1756.0,37.0,34.0,48.0,50.0,25.0,13.5,81.6,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:44,29.1,0.2,1756.0,37.0,34.0,48.0,50.0,25.1,13.5,76.4,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:50,28.9,0.2,1757.0,36.0,34.0,48.0,50.0,25.1,13.5,79.5,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:34:55,28.9,0.2,1758.0,43.0,32.0,47.0,48.0,25.0,13.5,70.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:01,27.0,0.2,1758.0,44.0,33.0,48.0,49.0,25.1,13.5,79.5,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:07,29.1,0.2,1756.0,33.0,33.0,48.0,49.0,25.0,13.5,74.1,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:12,27.0,0.2,1756.0,41.0,33.0,48.0,49.0,25.1,13.5,77.9,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:18,29.3,0.2,1756.0,33.0,32.0,47.0,48.0,25.1,13.5,78.8,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:23,29.1,0.2,1758.0,31.0,32.0,48.0,49.0,25.1,13.5,77.8,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:29,27.3,0.2,1759.0,37.0,31.0,47.0,48.0,25.0,13.5,85.7,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:34,29.1,0.2,1758.0,33.0,32.0,48.0,49.0,25.1,13.5,78.5,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:40,29.1,0.2,1757.0,30.0,32.0,48.0,49.0,25.0,13.5,72.8,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:46,29.3,0.2,1757.0,32.0,32.0,48.0,49.0,25.0,13.5,71.3,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:51,29.3,0.2,1759.0,33.0,32.0,48.0,49.0,25.0,13.5,81.0,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:35:57,29.3,0.2,1760.0,20.0,31.0,47.0,48.0,25.1,13.5,73.5,12.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:02,29.1,0.2,1758.0,19.0,33.0,48.0,50.0,25.0,13.5,78.3,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:08,28.9,0.2,1756.0,17.0,32.0,48.0,49.0,25.0,13.5,79.6,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:14,29.3,0.2,1755.0,12.0,31.0,48.0,49.0,25.0,13.5,74.9,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:19,28.9,0.2,1754.0,9.0,32.0,49.0,50.0,25.0,13.5,78.5,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:25,29.1,0.2,1754.0,6.0,31.0,47.0,48.0,25.0,13.5,83.3,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:30,29.1,0.2,1753.0,7.0,32.0,47.0,48.0,25.0,13.5,77.4,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:36,29.1,0.2,1753.0,15.0,33.0,48.0,49.0,25.0,13.5,74.1,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:41,29.1,0.2,1752.0,9.0,33.0,48.0,49.0,25.0,13.5,72.9,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:47,29.3,0.2,1752.0,10.0,33.0,48.0,49.0,25.0,13.5,78.5,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:53,29.1,0.2,1755.0,1.0,33.0,48.0,49.0,25.0,13.4,70.9,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
2023-09-21 12:36:58,29.3,0.2,1756.0,7.0,33.0,47.0,48.0,25.0,13.5,80.7,13.0,middle,ac,lab,2.0,overcast,Occ_Class_2
