Timestamp,CO (ppm),NO2 (ppm),CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Occupancy,Position,Room Condition,Room Type,Floor No.,Weather
2023-08-21 11:30:49,32.4,0.1,3320.0,9.0,19.0,27.0,32.0,27.5,14.8,75.4,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:30:55,32.4,0.1,3326.0,2.0,18.0,26.0,31.0,27.5,14.8,77.2,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:00,31.0,0.1,3332.0,0.0,19.0,27.0,33.0,27.5,14.8,71.5,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:06,32.6,0.1,3338.0,0.0,18.0,25.0,32.0,27.5,14.7,75.5,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:12,32.6,0.1,3343.0,0.0,19.0,26.0,32.0,27.4,14.8,72.7,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:17,32.6,0.1,3348.0,2.0,18.0,25.0,31.0,27.5,14.8,78.4,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:23,32.6,0.1,3351.0,1.0,18.0,25.0,31.0,27.5,14.8,72.0,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:28,30.8,0.1,3353.0,0.0,19.0,26.0,32.0,27.6,14.8,76.9,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:34,32.7,0.1,3356.0,0.0,19.0,26.0,31.0,27.5,14.8,78.0,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:40,32.7,0.1,3358.0,0.0,18.0,25.0,30.0,27.6,14.8,78.9,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:45,32.6,0.1,3360.0,0.0,18.0,25.0,30.0,27.6,14.8,75.4,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:51,32.6,0.1,3361.0,2.0,18.0,25.0,30.0,27.5,14.8,78.0,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:31:56,30.8,0.1,3363.0,0.0,18.0,25.0,30.0,27.6,14.8,73.1,33.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:02,32.6,0.1,3363.0,13.0,18.0,25.0,30.0,27.6,14.8,69.9,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:07,32.7,0.1,3363.0,4.0,18.0,26.0,31.0,27.6,14.8,73.1,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:13,32.6,0.1,3364.0,7.0,18.0,26.0,31.0,27.6,14.8,70.9,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:19,30.8,0.1,3365.0,0.0,18.0,26.0,31.0,27.6,14.8,70.1,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:24,30.6,0.1,3367.0,0.0,18.0,26.0,31.0,27.6,14.8,76.1,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:30,32.4,0.1,3369.0,0.0,19.0,27.0,31.0,27.6,14.8,74.3,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:35,32.6,0.1,3371.0,2.0,19.0,27.0,31.0,27.6,14.8,75.5,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:41,32.6,0.1,3375.0,4.0,18.0,26.0,30.0,27.6,14.8,79.0,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:47,30.8,0.1,3380.0,0.0,18.0,25.0,30.0,27.6,14.8,73.3,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:52,30.8,0.1,3386.0,0.0,19.0,27.0,31.0,27.6,14.8,70.5,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:32:58,32.2,0.1,3391.0,0.0,19.0,27.0,31.0,27.5,14.8,78.1,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:03,32.4,0.1,3395.0,0.0,18.0,26.0,30.0,27.6,14.8,72.3,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:09,32.4,0.1,3400.0,3.0,18.0,26.0,30.0,27.6,14.8,77.2,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:14,30.8,0.1,3404.0,0.0,19.0,28.0,31.0,27.6,14.8,77.7,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:20,30.8,0.1,3409.0,0.0,18.0,27.0,30.0,27.5,14.8,71.4,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:26,28.1,0.1,3413.0,0.0,19.0,28.0,32.0,27.5,14.8,72.5,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:31,28.1,0.1,3415.0,0.0,18.0,29.0,31.0,27.5,14.8,72.8,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:37,26.8,0.1,3418.0,0.0,19.0,30.0,32.0,27.5,14.8,75.6,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:42,30.8,0.1,3422.0,1.0,18.0,29.0,32.0,27.5,14.8,77.3,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:48,30.8,0.1,3426.0,4.0,19.0,30.0,33.0,27.6,14.8,72.3,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:54,27.8,0.1,3429.0,4.0,19.0,30.0,34.0,27.6,14.8,72.0,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:33:59,27.9,0.1,3432.0,0.0,19.0,30.0,34.0,27.5,14.8,73.1,31.0,middle,ac,lab,2.0,sunny
2023-08-21 11:34:05,32.6,0.1,3435.0,2.0,18.0,29.0,34.0,27.5,14.8,75.7,29.0,middle,ac,lab,2.0,sunny
2023-08-21 11:34:10,30.6,0.1,3438.0,0.0,18.0,30.0,35.0,27.5,14.8,70.1,29.0,middle,ac,lab,2.0,sunny
2023-08-21 11:34:16,29.9,0.1,3442.0,3.0,18.0,30.0,35.0,27.5,14.8,71.5,29.0,middle,ac,lab,2.0,sunny
2023-08-21 11:34:21,27.6,0.1,3444.0,0.0,18.0,28.0,35.0,27.5,14.8,73.9,29.0,middle,ac,lab,2.0,sunny
