Date,Time,CO (ppm),NO2 (ppm),CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Occupancy,
2023-09-13,12:48:12,28.9,0.2,405,0,31,41,45,31.3,16.6,70.2,
2023-09-13,12:48:17,30.6,0.2,405,0,32,42,46,31.3,16.6,70.3,
2023-09-13,12:48:23,26.0,0.2,406,1,30,41,44,31.3,16.6,69.7,
2023-09-13,12:48:29,26.0,0.2,407,0,30,40,43,31.3,16.6,68.5,
2023-09-13,12:48:34,29.1,0.2,408,0,30,40,43,31.3,16.6,67.8,
2023-09-13,12:48:40,28.9,0.2,409,0,31,41,44,31.3,16.6,73.7,
2023-09-13,12:48:45,30.8,0.2,408,0,31,41,44,31.3,16.6,70.7,
2023-09-13,12:48:51,26.0,0.2,408,0,31,42,44,31.3,16.6,73.0,
2023-09-13,12:48:56,26.2,0.2,408,1,30,42,45,31.3,16.6,67.8,
2023-09-13,12:49:02,28.8,0.2,409,0,30,42,45,31.3,16.6,70.0,
2023-09-13,12:49:08,29.1,0.2,410,1,29,41,44,31.2,16.6,72.5,
2023-09-13,12:49:13,29.9,0.2,409,0,30,42,46,31.3,16.6,67.7,
2023-09-13,12:49:19,26.2,0.2,409,13,30,42,46,31.3,16.6,68.3,
2023-09-13,12:49:24,26.0,0.2,408,11,30,42,47,31.3,16.6,73.5,
2023-09-13,12:49:30,29.1,0.2,409,13,29,42,46,31.3,16.6,69.2,
2023-09-13,12:49:36,29.3,0.2,409,12,30,44,48,31.3,16.6,68.9,
2023-09-13,12:49:41,26.2,0.2,408,13,30,44,49,31.3,16.6,75.3,
2023-09-13,12:49:47,26.0,0.2,408,14,30,44,49,31.3,16.6,68.3,
2023-09-13,12:49:52,24.6,0.2,407,12,30,44,49,31.3,16.6,68.6,
2023-09-13,12:49:58,29.1,0.2,407,5,30,44,49,31.3,16.6,73.7,
2023-09-13,12:50:04,29.4,0.2,408,13,30,42,47,31.3,16.6,72.1,
2023-09-13,12:56:57,31.0,0.2,403,0,34,49,49,31.5,16.7,72.2,
2023-09-13,12:57:02,31.1,0.2,403,2,33,47,48,31.6,16.7,83.1,
2023-09-13,12:57:08,31.1,0.2,402,9,33,48,49,31.5,16.7,71.4,
2023-09-13,12:57:14,31.0,0.2,402,14,33,48,49,31.6,16.7,69.9,
2023-09-13,12:57:19,30.8,0.2,402,20,33,48,49,31.5,16.7,73.9,
2023-09-13,12:57:25,31.1,0.2,402,26,31,46,47,31.6,16.7,68.5,
2023-09-13,12:57:30,31.0,0.2,402,27,32,47,48,31.5,16.7,73.4,
2023-09-13,12:57:36,31.0,0.2,402,23,32,46,47,31.6,16.7,68.0,
2023-09-13,12:57:42,31.0,0.2,402,21,32,46,47,31.5,16.7,70.0,
2023-09-13,12:57:47,30.8,0.2,401,23,31,45,46,31.5,16.7,68.6,
2023-09-13,12:57:53,31.1,0.2,402,20,31,45,46,31.5,16.7,81.6,
2023-09-13,12:57:58,29.4,0.2,401,27,31,45,46,31.6,16.7,76.7,
2023-09-13,12:58:04,31.1,0.2,401,12,32,45,47,31.6,16.7,76.5,
2023-09-13,12:58:09,31.0,0.2,401,7,32,44,47,31.6,16.7,68.8,
2023-09-13,12:58:15,31.0,0.2,401,0,32,45,47,31.6,16.8,76.4,
2023-09-13,12:58:21,30.8,0.2,401,0,32,45,47,31.6,16.7,70.8,
2023-09-13,12:58:26,31.1,0.2,400,0,32,45,47,31.6,16.7,68.3,
2023-09-13,12:58:32,31.1,0.2,$,0,32,46,47,31.6,16.8,74.1,
2023-09-13,12:58:37,31.1,0.2,$,0,32,46,47,31.6,16.8,68.6,
2023-09-13,12:58:43,31.1,0.2,$,0,32,46,47,31.6,16.8,83.7,
2023-09-13,12:58:49,31.1,0.2,$,0,32,46,47,31.6,16.8,72.9,
2023-09-13,12:58:54,26.5,0.3,$,0,32,46,48,31.7,16.8,70.8,
2023-09-13,12:59:00,26.8,0.3,$,0,32,47,48,31.6,16.7,68.8,
2023-09-13,12:59:05,31.1,0.2,$,0,33,48,49,31.6,16.8,74.5,
2023-09-13,12:59:11,31.1,0.2,$,0,33,48,49,31.6,16.8,70.0,
2023-09-13,12:59:16,24.8,0.2,$,0,33,48,49,31.6,16.8,70.8,
2023-09-13,12:59:22,26.6,0.3,$,0,34,48,49,31.6,16.8,75.5,
2023-09-13,12:59:28,26.8,0.3,$,0,34,49,49,31.6,16.8,68.5,
2023-09-13,12:59:33,30.8,0.2,$,0,33,48,48,31.6,16.8,84.6,
