,CO2 (ppm),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Position,Floor No.,Weather,Occupancy_Classified
1091,1014.0,31.0,46.0,49.0,24.3,13.1,3,2.0,4,0
1092,1016.0,30.0,45.0,48.0,24.3,13.1,3,2.0,4,0
1093,1017.0,30.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1094,1018.0,31.0,46.0,49.0,24.3,13.1,3,2.0,4,0
1095,1018.0,30.0,45.0,48.0,24.3,13.1,3,2.0,4,0
1096,1018.0,32.0,46.0,49.0,24.2,13.1,3,2.0,4,0
1097,1018.0,32.0,46.0,49.0,24.2,13.1,3,2.0,4,0
1098,1017.0,32.0,46.0,49.0,24.2,13.1,3,2.0,4,0
1099,1016.0,31.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1100,1016.0,31.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1101,1015.0,32.0,47.0,49.0,24.2,13.1,3,2.0,4,0
1102,1015.0,31.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1103,1013.0,31.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1104,1012.0,31.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1105,1011.0,31.0,46.0,48.0,24.1,13.1,3,2.0,4,0
1106,1011.0,31.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1107,1011.0,31.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1108,1011.0,31.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1109,1011.0,31.0,46.0,47.0,24.2,13.1,3,2.0,4,0
1110,1012.0,31.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1111,1014.0,31.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1112,1015.0,30.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1113,1017.0,30.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1114,1017.0,30.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1115,1017.0,30.0,45.0,47.0,24.2,13.1,3,2.0,4,0
1116,1016.0,30.0,45.0,47.0,24.2,13.1,3,2.0,4,0
1117,1015.0,30.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1118,1014.0,30.0,44.0,48.0,24.2,13.1,3,2.0,4,0
1119,1014.0,31.0,44.0,48.0,24.1,13.1,3,2.0,4,0
1120,1012.0,30.0,44.0,48.0,24.1,13.1,3,2.0,4,0
1121,1011.0,30.0,44.0,48.0,24.1,13.1,3,2.0,4,0
1122,1010.0,31.0,46.0,50.0,24.1,13.1,3,2.0,4,0
1123,1009.0,31.0,46.0,49.0,24.1,13.1,3,2.0,4,0
1124,1007.0,31.0,46.0,49.0,24.2,13.1,3,2.0,4,0
1125,1005.0,30.0,44.0,48.0,24.1,13.1,3,2.0,4,0
1126,1003.0,30.0,44.0,47.0,24.1,13.1,3,2.0,4,0
1127,1001.0,30.0,44.0,47.0,24.1,13.1,3,2.0,4,0
1128,1001.0,30.0,43.0,46.0,24.1,13.1,3,2.0,4,0
1129,1000.0,30.0,43.0,46.0,24.2,13.1,3,2.0,4,0
1130,999.0,30.0,43.0,46.0,24.2,13.1,3,2.0,4,0
1131,1000.0,30.0,43.0,46.0,24.2,13.1,3,2.0,4,0
1132,1001.0,30.0,43.0,46.0,24.2,13.1,3,2.0,4,0
1133,1002.0,31.0,45.0,47.0,24.2,13.1,3,2.0,4,0
1134,1003.0,31.0,45.0,47.0,24.3,13.1,3,2.0,4,0
1135,1003.0,31.0,46.0,47.0,24.3,13.1,3,2.0,4,0
1136,1003.0,32.0,46.0,47.0,24.3,13.1,3,2.0,4,0
1137,1004.0,32.0,47.0,47.0,24.3,13.1,3,2.0,4,0
1138,1006.0,31.0,46.0,46.0,24.3,13.1,3,2.0,4,0
1139,1010.0,31.0,46.0,46.0,24.3,13.1,3,2.0,4,0
1140,1026.0,31.0,46.0,46.0,24.3,13.1,3,2.0,4,0
1141,1045.0,32.0,47.0,47.0,24.3,13.1,3,2.0,4,0
1142,1065.0,32.0,47.0,47.0,24.3,13.1,3,2.0,4,0
1143,1080.0,31.0,46.0,46.0,24.3,13.1,3,2.0,4,0
1144,1092.0,31.0,46.0,46.0,24.3,13.1,3,2.0,4,0
1145,1097.0,31.0,46.0,46.0,24.3,13.1,3,2.0,4,0
1146,1097.0,31.0,46.0,46.0,24.3,13.2,3,2.0,4,0
1147,1098.0,31.0,46.0,47.0,24.4,13.1,3,2.0,4,0
1148,1098.0,31.0,46.0,48.0,24.3,13.2,3,2.0,4,0
1149,1098.0,31.0,46.0,48.0,24.4,13.1,3,2.0,4,0
1150,1096.0,31.0,46.0,48.0,24.3,13.1,3,2.0,4,0
1151,1089.0,31.0,46.0,48.0,24.3,13.1,3,2.0,4,0
1152,1084.0,31.0,46.0,48.0,24.3,13.1,3,2.0,4,0
1153,1078.0,32.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1154,1072.0,33.0,46.0,49.0,24.2,13.1,3,2.0,4,0
1155,1064.0,33.0,46.0,49.0,24.2,13.1,3,2.0,4,0
1156,1056.0,33.0,46.0,49.0,24.2,13.1,3,2.0,4,0
1157,1044.0,33.0,46.0,50.0,24.2,13.1,3,2.0,4,0
1158,1034.0,33.0,46.0,50.0,24.2,13.1,3,2.0,4,0
1159,1022.0,31.0,46.0,49.0,24.2,13.1,3,2.0,4,0
1160,1013.0,31.0,46.0,48.0,24.1,13.1,3,2.0,4,0
1161,1004.0,31.0,46.0,48.0,24.1,13.1,3,2.0,4,0
1162,999.0,32.0,47.0,49.0,24.1,13.0,3,2.0,4,0
1163,995.0,30.0,46.0,48.0,24.1,13.0,3,2.0,4,0
1164,993.0,30.0,45.0,48.0,24.1,13.0,3,2.0,4,0
1165,991.0,29.0,45.0,47.0,24.0,13.0,3,2.0,4,0
1166,989.0,29.0,45.0,47.0,24.0,13.0,3,2.0,4,0
1167,988.0,29.0,45.0,47.0,24.0,13.0,3,2.0,4,0
1168,986.0,29.0,45.0,48.0,24.1,13.0,3,2.0,4,0
1169,985.0,29.0,46.0,48.0,24.0,12.9,3,2.0,4,0
1170,983.0,29.0,46.0,48.0,24.0,13.0,3,2.0,4,0
1171,982.0,30.0,46.0,48.0,24.0,12.9,3,2.0,4,0
1172,980.0,30.0,46.0,48.0,23.9,12.9,3,2.0,4,0
1173,979.0,30.0,46.0,48.0,24.0,12.9,3,2.0,4,0
1174,977.0,30.0,47.0,49.0,24.0,12.9,3,2.0,4,0
1175,976.0,30.0,48.0,50.0,23.9,12.9,3,2.0,4,0
1176,974.0,29.0,47.0,49.0,23.9,12.9,3,2.0,4,0
1177,972.0,29.0,47.0,49.0,23.9,12.9,3,2.0,4,0
1178,970.0,29.0,47.0,50.0,23.8,12.9,3,2.0,4,0
1179,967.0,29.0,47.0,50.0,23.8,12.9,3,2.0,4,0
1180,965.0,29.0,47.0,50.0,23.9,12.9,3,2.0,4,0
1181,963.0,29.0,47.0,50.0,23.8,12.9,3,2.0,4,0
1182,963.0,29.0,46.0,49.0,23.8,12.9,3,2.0,4,0
1183,963.0,29.0,46.0,49.0,23.8,12.9,3,2.0,4,0
1184,963.0,30.0,47.0,50.0,23.9,12.9,3,2.0,4,0
1185,963.0,30.0,46.0,50.0,23.9,12.9,3,2.0,4,0
1186,963.0,30.0,46.0,50.0,23.9,12.9,3,2.0,4,0
1187,964.0,30.0,45.0,49.0,23.9,12.9,3,2.0,4,0
1188,966.0,29.0,44.0,48.0,23.8,12.9,3,2.0,4,0
1189,969.0,29.0,44.0,48.0,23.8,12.9,3,2.0,4,0
1190,972.0,30.0,44.0,48.0,23.8,12.9,3,2.0,4,0
1191,974.0,30.0,44.0,48.0,23.8,12.9,3,2.0,4,0
1192,974.0,31.0,45.0,49.0,23.8,12.9,3,2.0,4,0
1193,974.0,30.0,45.0,48.0,23.8,12.9,3,2.0,4,0
1194,975.0,31.0,45.0,49.0,23.8,12.9,3,2.0,4,0
1195,975.0,31.0,46.0,49.0,23.8,12.9,3,2.0,4,0
1196,974.0,31.0,47.0,49.0,23.8,12.9,3,2.0,4,0
1197,973.0,31.0,47.0,49.0,23.8,12.9,3,2.0,4,0
1198,971.0,31.0,47.0,49.0,23.8,12.9,3,2.0,4,0
1199,969.0,31.0,47.0,49.0,23.8,12.9,3,2.0,4,0
1200,967.0,31.0,46.0,49.0,23.8,12.9,3,2.0,4,0
1201,965.0,31.0,46.0,49.0,23.7,12.9,3,2.0,4,0
1202,963.0,31.0,46.0,49.0,23.7,12.9,3,2.0,4,0
1203,962.0,32.0,46.0,51.0,23.7,12.8,3,2.0,4,0
1204,960.0,31.0,46.0,50.0,23.7,12.8,3,2.0,4,0
1205,959.0,31.0,46.0,50.0,23.7,12.8,3,2.0,4,0
1206,958.0,32.0,47.0,51.0,23.7,12.8,3,2.0,4,0
1207,957.0,32.0,46.0,51.0,23.7,12.8,3,2.0,4,0
1208,956.0,31.0,45.0,49.0,23.7,12.8,3,2.0,4,0
1209,955.0,31.0,45.0,49.0,23.7,12.8,3,2.0,4,0
1210,954.0,31.0,44.0,49.0,23.7,12.8,3,2.0,4,0
1211,954.0,31.0,45.0,48.0,23.7,12.8,3,2.0,4,0
1212,953.0,31.0,45.0,48.0,23.7,12.8,3,2.0,4,0
1213,953.0,32.0,45.0,48.0,23.6,12.8,3,2.0,4,0
1214,953.0,32.0,45.0,48.0,23.7,12.8,3,2.0,4,0
1215,952.0,32.0,45.0,48.0,23.6,12.8,3,2.0,4,0
1216,951.0,32.0,45.0,48.0,23.6,12.8,3,2.0,4,0
1217,951.0,32.0,45.0,48.0,23.6,12.8,3,2.0,4,0
1218,951.0,32.0,44.0,48.0,23.6,12.8,3,2.0,4,0
1219,951.0,32.0,44.0,48.0,23.6,12.8,3,2.0,4,0
1220,951.0,32.0,44.0,48.0,23.6,12.8,3,2.0,4,0
1221,951.0,32.0,43.0,48.0,23.6,12.8,3,2.0,4,0
1222,952.0,32.0,43.0,48.0,23.6,12.8,3,2.0,4,0
1223,952.0,32.0,43.0,48.0,23.6,12.8,3,2.0,4,0
1224,953.0,31.0,43.0,48.0,23.6,12.8,3,2.0,4,0
1225,953.0,31.0,43.0,48.0,23.6,12.8,3,2.0,4,0
1226,953.0,31.0,43.0,48.0,23.7,12.8,3,2.0,4,0
1227,954.0,30.0,43.0,48.0,23.7,12.8,3,2.0,4,0
1228,955.0,31.0,44.0,49.0,23.7,12.8,3,2.0,4,0
1229,957.0,30.0,43.0,48.0,23.7,12.9,3,2.0,4,0
1230,960.0,31.0,45.0,49.0,23.7,12.9,3,2.0,4,0
1231,963.0,31.0,45.0,49.0,23.8,12.9,3,2.0,4,0
1232,966.0,30.0,44.0,48.0,23.8,12.9,3,2.0,4,0
1233,971.0,31.0,45.0,49.0,23.8,12.9,3,2.0,4,0
1234,974.0,30.0,45.0,48.0,23.8,12.9,3,2.0,4,0
1235,978.0,29.0,45.0,47.0,23.9,12.9,3,2.0,4,0
1236,980.0,30.0,45.0,48.0,23.9,12.9,3,2.0,4,0
1237,983.0,30.0,46.0,48.0,23.9,12.9,3,2.0,4,0
1238,984.0,29.0,45.0,47.0,23.9,12.9,3,2.0,4,0
1239,986.0,29.0,45.0,47.0,23.9,12.9,3,2.0,4,0
1240,986.0,29.0,45.0,47.0,23.9,12.9,3,2.0,4,0
1241,988.0,29.0,45.0,47.0,23.9,12.9,3,2.0,4,0
1242,989.0,29.0,45.0,47.0,24.0,13.0,3,2.0,4,0
1243,989.0,30.0,45.0,48.0,24.0,13.0,3,2.0,4,0
1244,990.0,30.0,45.0,48.0,24.0,13.0,3,2.0,4,0
1245,991.0,30.0,45.0,48.0,24.0,13.0,3,2.0,4,0
1246,992.0,30.0,45.0,48.0,24.0,13.0,3,2.0,4,0
1247,992.0,30.0,45.0,48.0,24.0,13.0,3,2.0,4,0
1248,993.0,30.0,45.0,47.0,24.0,13.0,3,2.0,4,0
1249,993.0,30.0,45.0,47.0,24.1,13.0,3,2.0,4,0
1250,992.0,30.0,45.0,46.0,24.1,13.0,3,2.0,4,0
1251,992.0,30.0,44.0,46.0,24.1,13.0,3,2.0,4,0
1252,992.0,30.0,44.0,46.0,24.1,13.0,3,2.0,4,0
1253,992.0,30.0,44.0,46.0,24.1,13.1,3,2.0,4,0
1254,991.0,30.0,44.0,46.0,24.1,13.1,3,2.0,4,0
1255,990.0,30.0,44.0,46.0,24.1,13.1,3,2.0,4,0
1256,988.0,30.0,44.0,46.0,24.2,13.1,3,2.0,4,0
1257,986.0,30.0,44.0,47.0,24.2,13.1,3,2.0,4,0
1258,985.0,30.0,44.0,47.0,24.2,13.1,3,2.0,4,0
1259,984.0,29.0,43.0,46.0,24.2,13.1,3,2.0,4,0
1260,983.0,29.0,43.0,46.0,24.2,13.1,3,2.0,4,0
1261,982.0,29.0,44.0,46.0,24.2,13.1,3,2.0,4,0
1262,982.0,30.0,45.0,47.0,24.3,13.1,3,2.0,4,0
1263,981.0,29.0,44.0,46.0,24.3,13.1,3,2.0,4,0
1264,981.0,30.0,44.0,46.0,24.2,13.1,3,2.0,4,0
1265,981.0,31.0,45.0,48.0,24.3,13.1,3,2.0,4,0
1266,980.0,30.0,44.0,47.0,24.3,13.1,3,2.0,4,0
1267,978.0,30.0,43.0,47.0,24.3,13.1,3,2.0,4,0
1268,977.0,30.0,43.0,47.0,24.2,13.1,3,2.0,4,0
1269,976.0,30.0,43.0,47.0,24.2,13.1,3,2.0,4,0
1270,976.0,30.0,43.0,47.0,24.2,13.1,3,2.0,4,0
1271,975.0,31.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1272,974.0,31.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1273,973.0,30.0,44.0,47.0,24.2,13.1,3,2.0,4,0
1274,972.0,30.0,45.0,47.0,24.2,13.1,3,2.0,4,0
1275,971.0,29.0,43.0,46.0,24.2,13.1,3,2.0,4,0
1276,970.0,29.0,43.0,46.0,24.2,13.1,3,2.0,4,0
1277,968.0,30.0,44.0,47.0,24.2,13.1,3,2.0,4,0
1278,967.0,29.0,42.0,46.0,24.2,13.1,3,2.0,4,0
1279,966.0,30.0,42.0,46.0,24.2,13.1,3,2.0,4,0
1280,965.0,30.0,42.0,45.0,24.1,13.1,3,2.0,4,0
1281,965.0,29.0,40.0,44.0,24.2,13.1,3,2.0,4,0
1282,965.0,30.0,41.0,45.0,24.2,13.1,3,2.0,4,0
1283,965.0,30.0,41.0,45.0,24.2,13.1,3,2.0,4,0
1284,965.0,30.0,41.0,45.0,24.2,13.1,3,2.0,4,0
1285,966.0,30.0,41.0,46.0,24.2,13.1,3,2.0,4,0
1286,967.0,29.0,40.0,45.0,24.2,13.1,3,2.0,4,0
1287,969.0,30.0,41.0,46.0,24.2,13.1,3,2.0,4,0
1288,970.0,30.0,41.0,46.0,24.2,13.1,3,2.0,4,0
1289,971.0,30.0,41.0,46.0,24.2,13.1,3,2.0,4,0
1290,972.0,29.0,40.0,45.0,24.2,13.1,3,2.0,4,0
1291,974.0,29.0,40.0,44.0,24.2,13.1,3,2.0,4,0
1292,975.0,30.0,41.0,45.0,24.2,13.1,3,2.0,4,0
1293,976.0,29.0,40.0,44.0,24.2,13.1,3,2.0,4,0
1294,977.0,29.0,40.0,44.0,24.2,13.1,3,2.0,4,0
1295,978.0,29.0,40.0,44.0,24.3,13.1,3,2.0,4,0
1296,978.0,29.0,41.0,44.0,24.3,13.1,3,2.0,4,0
1297,979.0,29.0,41.0,44.0,24.2,13.1,3,2.0,4,0
1298,979.0,29.0,41.0,44.0,24.2,13.1,3,2.0,4,0
1299,980.0,29.0,41.0,44.0,24.2,13.1,3,2.0,4,0
1300,980.0,29.0,41.0,45.0,24.2,13.1,3,2.0,4,0
1301,980.0,29.0,41.0,45.0,24.2,13.1,3,2.0,4,0
1302,979.0,29.0,42.0,46.0,24.2,13.1,3,2.0,4,0
1303,979.0,29.0,42.0,46.0,24.2,13.1,3,2.0,4,0
1304,979.0,29.0,42.0,47.0,24.2,13.1,3,2.0,4,0
1305,978.0,29.0,42.0,47.0,24.3,13.1,3,2.0,4,0
1306,977.0,29.0,42.0,47.0,24.3,13.1,3,2.0,4,0
1307,976.0,29.0,43.0,47.0,24.3,13.1,3,2.0,4,0
1308,974.0,29.0,43.0,48.0,24.2,13.1,3,2.0,4,0
1309,973.0,29.0,43.0,48.0,24.3,13.1,3,2.0,4,0
1310,972.0,29.0,44.0,48.0,24.2,13.1,3,2.0,4,0
1311,970.0,29.0,44.0,48.0,24.2,13.1,3,2.0,4,0
1312,969.0,29.0,44.0,48.0,24.2,13.1,3,2.0,4,0
1313,968.0,30.0,44.0,48.0,24.2,13.1,3,2.0,4,0
1314,968.0,30.0,44.0,48.0,24.2,13.1,3,2.0,4,0
1315,967.0,30.0,44.0,48.0,24.2,13.1,3,2.0,4,0
1316,967.0,30.0,44.0,48.0,24.2,13.1,3,2.0,4,0
1317,966.0,30.0,44.0,48.0,24.2,13.1,3,2.0,4,0
1318,966.0,30.0,45.0,49.0,24.2,13.1,3,2.0,4,0
1319,966.0,30.0,45.0,49.0,24.2,13.1,3,2.0,4,0
1320,965.0,30.0,45.0,49.0,24.2,13.1,3,2.0,4,0
1321,964.0,30.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1322,964.0,30.0,44.0,48.0,24.3,13.1,3,2.0,4,0
1323,964.0,32.0,45.0,49.0,24.3,13.1,3,2.0,4,0
1324,964.0,31.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1325,964.0,31.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1326,964.0,31.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1327,964.0,32.0,45.0,48.0,24.2,13.1,3,2.0,4,0
1328,965.0,32.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1329,965.0,32.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1330,965.0,32.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1331,966.0,32.0,46.0,48.0,24.2,13.1,3,2.0,4,0
1332,966.0,32.0,47.0,48.0,24.2,13.1,3,2.0,4,0
1333,965.0,32.0,47.0,49.0,24.2,13.1,3,2.0,4,0
1334,965.0,32.0,48.0,49.0,24.3,13.1,3,2.0,4,0
1335,965.0,32.0,48.0,50.0,24.3,13.1,3,2.0,4,0
1336,965.0,32.0,48.0,52.0,24.3,13.1,3,2.0,4,0
1337,965.0,33.0,48.0,53.0,24.3,13.1,3,2.0,4,0
1338,965.0,33.0,49.0,54.0,24.3,13.1,3,2.0,4,0
1339,965.0,34.0,50.0,56.0,24.3,13.1,3,2.0,4,0
1340,964.0,34.0,50.0,56.0,24.3,13.1,3,2.0,4,0
1341,964.0,34.0,50.0,56.0,24.2,13.1,3,2.0,4,0
1342,963.0,34.0,49.0,55.0,24.3,13.1,3,2.0,4,0
1343,963.0,34.0,49.0,55.0,24.3,13.1,3,2.0,4,0
1344,962.0,34.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1345,961.0,34.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1346,960.0,34.0,48.0,53.0,24.2,13.1,3,2.0,4,0
1347,960.0,34.0,48.0,53.0,24.2,13.1,3,2.0,4,0
1348,959.0,34.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1349,959.0,34.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1350,958.0,34.0,49.0,53.0,24.2,13.1,3,2.0,4,0
1351,958.0,34.0,49.0,53.0,24.2,13.1,3,2.0,4,0
1352,957.0,34.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1353,957.0,34.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1354,957.0,34.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1355,957.0,35.0,50.0,55.0,24.2,13.1,3,2.0,4,0
1356,957.0,34.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1357,956.0,35.0,49.0,56.0,24.2,13.1,3,2.0,4,0
1358,957.0,35.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1359,957.0,35.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1360,957.0,34.0,48.0,54.0,24.2,13.1,3,2.0,4,0
1361,958.0,35.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1362,958.0,35.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1363,958.0,36.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1364,958.0,36.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1365,959.0,36.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1366,959.0,37.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1367,959.0,37.0,49.0,54.0,24.2,13.1,3,2.0,4,0
1368,958.0,36.0,48.0,53.0,24.2,13.1,3,2.0,4,0
1369,959.0,36.0,48.0,54.0,24.2,13.1,3,2.0,4,0
1370,959.0,36.0,48.0,54.0,24.2,13.1,3,2.0,4,0
1371,958.0,36.0,50.0,56.0,24.2,13.1,3,2.0,4,0
1372,958.0,36.0,50.0,57.0,24.2,13.1,3,2.0,4,0
1373,958.0,36.0,50.0,57.0,24.2,13.1,3,2.0,4,0
1374,958.0,36.0,50.0,57.0,24.2,13.1,3,2.0,4,0
1375,959.0,35.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1376,960.0,35.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1377,960.0,34.0,48.0,53.0,24.2,13.1,3,2.0,4,0
1378,960.0,34.0,47.0,52.0,24.2,13.1,3,2.0,4,0
1379,960.0,35.0,48.0,53.0,24.2,13.1,3,2.0,4,0
1380,961.0,35.0,48.0,53.0,24.3,13.1,3,2.0,4,0
1381,962.0,33.0,48.0,52.0,24.2,13.1,3,2.0,4,0
1382,962.0,34.0,49.0,53.0,24.3,13.1,3,2.0,4,0
1383,962.0,34.0,49.0,53.0,24.2,13.1,3,2.0,4,0
1384,961.0,33.0,48.0,52.0,24.2,13.1,3,2.0,4,0
1385,962.0,33.0,49.0,52.0,24.3,13.1,3,2.0,4,0
1386,962.0,34.0,50.0,53.0,24.3,13.1,3,2.0,4,0
1387,961.0,33.0,49.0,53.0,24.3,13.1,3,2.0,4,0
1388,961.0,33.0,49.0,53.0,24.3,13.1,3,2.0,4,0
1389,959.0,33.0,49.0,54.0,24.3,13.1,3,2.0,4,0
1390,958.0,34.0,50.0,54.0,24.2,13.1,3,2.0,4,0
1391,957.0,35.0,51.0,55.0,24.2,13.1,3,2.0,4,0
1392,956.0,34.0,50.0,55.0,24.3,13.1,3,2.0,4,0
1393,955.0,34.0,50.0,55.0,24.3,13.1,3,2.0,4,0
1394,955.0,36.0,51.0,57.0,24.3,13.1,3,2.0,4,0
1395,954.0,35.0,50.0,57.0,24.3,13.1,3,2.0,4,0
1396,953.0,35.0,50.0,58.0,24.3,13.1,3,2.0,4,0
1397,953.0,36.0,51.0,60.0,24.3,13.1,3,2.0,4,0
1398,953.0,37.0,51.0,60.0,24.2,13.1,3,2.0,4,0
1399,953.0,36.0,50.0,58.0,24.2,13.1,3,2.0,4,0
1400,952.0,36.0,49.0,57.0,24.2,13.1,3,2.0,4,0
1401,952.0,35.0,49.0,56.0,24.3,13.1,3,2.0,4,0
1402,953.0,35.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1403,953.0,35.0,49.0,56.0,24.3,13.1,3,2.0,4,0
1404,953.0,33.0,48.0,55.0,24.3,13.1,3,2.0,4,0
1405,953.0,34.0,49.0,56.0,24.3,13.1,3,2.0,4,0
1406,953.0,33.0,49.0,57.0,24.2,13.1,3,2.0,4,0
1407,953.0,33.0,49.0,57.0,24.2,13.1,3,2.0,4,0
1408,954.0,34.0,49.0,57.0,24.2,13.1,3,2.0,4,0
1409,954.0,33.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1410,954.0,34.0,50.0,56.0,24.2,13.1,3,2.0,4,0
1411,954.0,34.0,50.0,56.0,24.3,13.1,3,2.0,4,0
1412,954.0,33.0,49.0,55.0,24.2,13.1,3,2.0,4,0
1413,955.0,34.0,50.0,56.0,24.2,13.1,3,2.0,4,0
1414,955.0,33.0,50.0,56.0,24.2,13.1,3,2.0,4,0
1415,955.0,33.0,50.0,56.0,24.2,13.1,3,2.0,4,0
1416,955.0,33.0,51.0,56.0,24.2,13.1,3,2.0,4,0
1417,955.0,33.0,51.0,57.0,24.2,13.1,3,2.0,4,0
1418,955.0,34.0,52.0,58.0,24.2,13.1,3,2.0,4,0
1419,956.0,34.0,51.0,57.0,24.2,13.1,3,2.0,4,0
1420,956.0,34.0,51.0,58.0,24.2,13.1,3,2.0,4,0
1421,956.0,34.0,51.0,58.0,24.2,13.1,3,2.0,4,0
1422,956.0,36.0,52.0,60.0,24.1,13.1,3,2.0,4,0
1423,956.0,37.0,53.0,60.0,24.1,13.0,3,2.0,4,0
1424,956.0,36.0,52.0,60.0,24.1,13.0,3,2.0,4,0
1425,956.0,36.0,53.0,60.0,24.1,13.0,3,2.0,4,0
1426,956.0,36.0,53.0,60.0,24.1,13.0,3,2.0,4,0
1427,955.0,36.0,54.0,60.0,24.1,13.0,3,2.0,4,0
1428,956.0,37.0,54.0,60.0,24.1,13.0,3,2.0,4,0
1429,956.0,37.0,55.0,60.0,24.1,13.0,3,2.0,4,0
1430,956.0,37.0,55.0,60.0,24.1,13.0,3,2.0,4,0
1431,956.0,37.0,55.0,60.0,24.1,13.0,3,2.0,4,0
1432,957.0,38.0,56.0,60.0,24.1,13.0,3,2.0,4,0
1433,957.0,37.0,56.0,60.0,24.1,13.0,3,2.0,4,0
1434,957.0,37.0,56.0,60.0,24.1,13.0,3,2.0,4,0
1435,957.0,37.0,57.0,60.0,24.1,13.0,3,2.0,4,0
1436,957.0,37.0,57.0,60.0,24.1,13.0,3,2.0,4,0
1437,957.0,37.0,57.0,60.0,24.1,13.0,3,2.0,4,0
1438,957.0,37.0,56.0,60.0,24.1,13.0,3,2.0,4,0
1439,957.0,37.0,56.0,60.0,24.1,13.0,3,2.0,4,0
1440,956.0,37.0,56.0,60.0,24.1,13.0,3,2.0,4,0
1441,955.0,38.0,56.0,61.0,24.1,13.0,3,2.0,4,0
1442,954.0,38.0,56.0,61.0,24.1,13.0,3,2.0,4,0
1443,953.0,38.0,57.0,61.0,24.1,13.1,3,2.0,4,0
1444,953.0,38.0,58.0,62.0,24.1,13.0,3,2.0,4,0
1445,952.0,38.0,58.0,62.0,24.1,13.0,3,2.0,4,0
1446,951.0,38.0,59.0,62.0,24.1,13.0,3,2.0,4,0
1447,951.0,38.0,59.0,62.0,24.1,13.1,3,2.0,4,0
1448,951.0,38.0,60.0,62.0,24.1,13.0,3,2.0,4,0
1449,951.0,40.0,60.0,62.0,24.1,13.0,3,2.0,4,0
1450,951.0,40.0,60.0,62.0,24.1,13.0,3,2.0,4,0
1451,951.0,40.0,60.0,62.0,24.1,13.0,3,2.0,4,0
1452,950.0,40.0,60.0,62.0,24.0,13.0,3,2.0,4,0
1453,950.0,40.0,60.0,63.0,24.1,13.0,3,2.0,4,0
1454,950.0,40.0,60.0,63.0,24.0,13.0,3,2.0,4,0
1455,950.0,40.0,60.0,63.0,24.1,13.0,3,2.0,4,0
1456,951.0,40.0,60.0,63.0,24.1,13.0,3,2.0,4,0
1457,952.0,41.0,61.0,65.0,24.1,13.0,3,2.0,4,0
1458,953.0,40.0,59.0,64.0,24.1,13.0,3,2.0,4,0
1459,954.0,41.0,60.0,64.0,24.1,13.0,3,2.0,4,0
1460,955.0,41.0,60.0,65.0,24.1,13.0,3,2.0,4,0
1461,955.0,41.0,60.0,66.0,24.1,13.0,3,2.0,4,0
1462,955.0,41.0,61.0,66.0,24.1,13.0,3,2.0,4,0
1463,955.0,41.0,60.0,65.0,24.0,13.0,3,2.0,4,0
1464,955.0,41.0,60.0,65.0,24.1,13.0,3,2.0,4,0
