,CO2 (ppm),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Position,Floor No.,Weather,Occupancy_Classified
963,1094.0,32.0,46.0,49.0,24.9,13.4,74.6,middle,2.0,sunny,0
964,1093.0,31.0,45.0,48.0,24.8,13.4,75.3,middle,2.0,sunny,0
965,1092.0,32.0,45.0,48.0,24.9,13.4,78.2,middle,2.0,sunny,0
966,1090.0,31.0,44.0,47.0,24.9,13.4,75.3,middle,2.0,sunny,0
967,1089.0,32.0,45.0,48.0,24.8,13.4,70.7,middle,2.0,sunny,0
968,1087.0,31.0,44.0,47.0,24.9,13.4,79.0,middle,2.0,sunny,0
969,1087.0,32.0,43.0,47.0,24.9,13.4,68.3,middle,2.0,sunny,0
970,1086.0,32.0,43.0,48.0,24.8,13.4,71.8,middle,2.0,sunny,0
971,1085.0,33.0,45.0,49.0,24.9,13.4,74.6,middle,2.0,sunny,0
972,1084.0,33.0,45.0,49.0,24.8,13.4,70.2,middle,2.0,sunny,0
973,1083.0,32.0,44.0,48.0,24.8,13.4,70.2,middle,2.0,sunny,0
974,1082.0,32.0,44.0,48.0,24.8,13.4,78.9,middle,2.0,sunny,0
975,1079.0,32.0,45.0,48.0,24.7,13.4,70.6,middle,2.0,sunny,0
976,1077.0,32.0,45.0,48.0,24.7,13.3,71.9,middle,2.0,sunny,0
977,1074.0,32.0,46.0,48.0,24.7,13.3,82.9,middle,2.0,sunny,0
978,1072.0,32.0,46.0,49.0,24.7,13.3,72.6,middle,2.0,sunny,0
979,1072.0,32.0,46.0,49.0,24.7,13.4,76.2,middle,2.0,sunny,0
980,1071.0,32.0,47.0,50.0,24.7,13.3,70.0,middle,2.0,sunny,0
981,1070.0,32.0,47.0,50.0,24.7,13.3,71.4,middle,2.0,sunny,0
982,1070.0,32.0,47.0,50.0,24.7,13.3,73.4,middle,2.0,sunny,0
983,1070.0,31.0,47.0,50.0,24.7,13.3,72.5,middle,2.0,sunny,0
984,1068.0,31.0,47.0,50.0,24.7,13.3,71.9,middle,2.0,sunny,0
985,1068.0,32.0,48.0,50.0,24.7,13.3,77.9,middle,2.0,sunny,0
986,1066.0,32.0,48.0,49.0,24.7,13.3,76.1,middle,2.0,sunny,0
987,1064.0,31.0,47.0,48.0,24.6,13.3,75.7,middle,2.0,sunny,0
988,1061.0,33.0,48.0,49.0,24.6,13.3,78.4,middle,2.0,sunny,0
989,1058.0,32.0,46.0,48.0,24.5,13.3,69.9,middle,2.0,sunny,0
990,1057.0,32.0,46.0,48.0,24.5,13.3,70.7,middle,2.0,sunny,0
991,1055.0,32.0,46.0,49.0,24.5,13.3,76.8,middle,2.0,sunny,0
992,1052.0,32.0,46.0,50.0,24.5,13.2,71.8,middle,2.0,sunny,0
993,1047.0,32.0,46.0,50.0,24.5,13.2,70.5,middle,2.0,sunny,0
994,1042.0,32.0,46.0,51.0,24.4,13.2,75.9,middle,2.0,sunny,0
995,1039.0,32.0,46.0,51.0,24.5,13.2,68.6,middle,2.0,sunny,0
996,1036.0,32.0,46.0,51.0,24.5,13.2,71.4,middle,2.0,sunny,0
997,1035.0,32.0,47.0,51.0,24.5,13.2,75.3,middle,2.0,sunny,0
998,1034.0,32.0,47.0,51.0,24.5,13.2,72.7,middle,2.0,sunny,0
999,1033.0,32.0,47.0,51.0,24.4,13.2,75.8,middle,2.0,sunny,0
1000,1033.0,32.0,47.0,50.0,24.5,13.2,83.1,middle,2.0,sunny,0
1001,1033.0,32.0,48.0,51.0,24.5,13.2,74.0,middle,2.0,sunny,0
1002,1033.0,32.0,48.0,51.0,24.4,13.2,77.3,middle,2.0,sunny,0
1003,1034.0,32.0,48.0,50.0,24.5,13.2,76.3,middle,2.0,sunny,0
1004,1034.0,31.0,46.0,49.0,24.4,13.2,70.6,middle,2.0,sunny,0
1005,1035.0,32.0,47.0,51.0,24.4,13.2,77.2,middle,2.0,sunny,0
1006,1036.0,32.0,47.0,51.0,24.4,13.2,70.7,middle,2.0,sunny,0
1007,1037.0,32.0,48.0,52.0,24.4,13.2,71.6,middle,2.0,sunny,0
1008,1038.0,31.0,48.0,51.0,24.4,13.2,70.1,middle,2.0,sunny,0
1009,1038.0,31.0,48.0,51.0,24.4,13.1,74.4,middle,2.0,sunny,0
1010,1038.0,31.0,48.0,52.0,24.3,13.2,77.9,middle,2.0,sunny,0
1011,1039.0,31.0,48.0,52.0,24.4,13.1,79.8,middle,2.0,sunny,0
1012,1039.0,30.0,48.0,52.0,24.3,13.2,71.0,middle,2.0,sunny,0
1013,1039.0,30.0,47.0,52.0,24.4,13.2,72.1,middle,2.0,sunny,0
1014,1039.0,30.0,46.0,52.0,24.4,13.2,73.2,middle,2.0,sunny,0
1015,1039.0,30.0,46.0,52.0,24.4,13.2,73.0,middle,2.0,sunny,0
1016,1039.0,30.0,46.0,53.0,24.4,13.2,74.9,middle,2.0,sunny,0
1017,1040.0,30.0,46.0,53.0,24.4,13.2,78.2,middle,2.0,sunny,0
1018,1040.0,31.0,46.0,54.0,24.4,13.2,69.2,middle,2.0,sunny,0
1019,1039.0,31.0,46.0,54.0,24.4,13.2,77.7,middle,2.0,sunny,0
1020,1040.0,32.0,48.0,55.0,24.4,13.2,77.2,middle,2.0,sunny,0
1021,1040.0,31.0,47.0,54.0,24.4,13.2,73.2,middle,2.0,sunny,0
1022,1040.0,32.0,48.0,55.0,24.5,13.2,71.5,middle,2.0,sunny,0
1023,1040.0,31.0,47.0,53.0,24.5,13.3,78.8,middle,2.0,sunny,0
1024,1042.0,32.0,48.0,53.0,24.5,13.2,78.8,middle,2.0,sunny,0
1025,1042.0,32.0,48.0,53.0,24.5,13.3,71.3,middle,2.0,sunny,0
1026,1042.0,32.0,47.0,52.0,24.5,13.3,78.0,middle,2.0,sunny,0
1027,1043.0,33.0,47.0,51.0,24.5,13.2,69.9,middle,2.0,sunny,0
1028,1043.0,32.0,46.0,50.0,24.5,13.3,72.4,middle,2.0,sunny,0
1029,1043.0,32.0,46.0,50.0,24.5,13.3,72.2,middle,2.0,sunny,0
1030,1043.0,32.0,46.0,50.0,24.5,13.3,72.6,middle,2.0,sunny,0
1031,1043.0,31.0,45.0,49.0,24.5,13.3,77.7,middle,2.0,sunny,0
1032,1044.0,31.0,45.0,49.0,24.5,13.3,70.7,middle,2.0,sunny,0
1033,1044.0,32.0,46.0,50.0,24.5,13.3,70.9,middle,2.0,sunny,0
1034,1045.0,31.0,45.0,48.0,24.6,13.3,76.8,middle,2.0,sunny,0
1035,1045.0,31.0,45.0,48.0,24.5,13.3,70.6,middle,2.0,sunny,0
1036,1045.0,32.0,46.0,50.0,24.5,13.3,72.0,middle,2.0,sunny,0
1037,1045.0,32.0,46.0,50.0,24.6,13.3,85.2,middle,2.0,sunny,0
1038,1046.0,31.0,46.0,50.0,24.6,13.3,72.6,middle,2.0,sunny,0
1039,1046.0,31.0,47.0,50.0,24.6,13.3,72.0,middle,2.0,sunny,0
1040,1047.0,31.0,48.0,51.0,24.6,13.3,77.2,middle,2.0,sunny,0
1041,1047.0,31.0,48.0,51.0,24.6,13.3,71.3,middle,2.0,sunny,0
1042,1048.0,31.0,48.0,51.0,24.6,13.3,70.1,middle,2.0,sunny,0
1043,1048.0,30.0,48.0,50.0,24.6,13.3,77.1,middle,2.0,sunny,0
1044,1048.0,30.0,48.0,50.0,24.6,13.3,71.6,middle,2.0,sunny,0
1045,1048.0,30.0,48.0,50.0,24.7,13.3,72.0,middle,2.0,sunny,0
1046,1047.0,30.0,48.0,50.0,24.6,13.3,74.2,middle,2.0,sunny,0
1047,1048.0,30.0,48.0,50.0,24.6,13.3,75.5,middle,2.0,sunny,0
1048,1047.0,30.0,48.0,49.0,24.6,13.3,74.6,middle,2.0,sunny,0
1049,1047.0,30.0,48.0,49.0,24.6,13.3,78.6,middle,2.0,sunny,0
1050,1048.0,31.0,49.0,50.0,24.6,13.3,71.3,middle,2.0,sunny,0
1051,1048.0,30.0,47.0,48.0,24.6,13.3,77.2,middle,2.0,sunny,0
1052,1048.0,30.0,47.0,48.0,24.6,13.3,71.0,middle,2.0,sunny,0
1053,1048.0,31.0,48.0,49.0,24.6,13.3,73.1,middle,2.0,sunny,0
1054,1047.0,30.0,47.0,48.0,24.6,13.3,75.3,middle,2.0,sunny,0
1055,1047.0,30.0,47.0,48.0,24.6,13.3,70.0,middle,2.0,sunny,0
1056,1046.0,31.0,48.0,49.0,24.6,13.3,70.2,middle,2.0,sunny,0
1057,1044.0,30.0,47.0,47.0,24.6,13.3,77.9,middle,2.0,sunny,0
1058,1044.0,30.0,46.0,47.0,24.6,13.3,71.0,middle,2.0,sunny,0
1059,1044.0,30.0,46.0,47.0,24.6,13.3,72.6,middle,2.0,sunny,0
1060,1043.0,30.0,46.0,47.0,24.6,13.3,81.5,middle,2.0,sunny,0
1061,1042.0,30.0,45.0,47.0,24.6,13.3,72.2,middle,2.0,sunny,0
1062,1041.0,32.0,46.0,48.0,24.6,13.3,72.1,middle,2.0,sunny,0
1063,1040.0,30.0,45.0,47.0,24.5,13.3,76.3,middle,2.0,sunny,0
1064,1038.0,31.0,47.0,48.0,24.5,13.2,71.8,middle,2.0,sunny,0
1065,1035.0,30.0,46.0,47.0,24.5,13.2,71.5,middle,2.0,sunny,0
1066,1032.0,31.0,47.0,49.0,24.4,13.2,71.9,middle,2.0,sunny,0
1067,1029.0,31.0,47.0,49.0,24.4,13.1,68.9,middle,2.0,sunny,0
1068,1026.0,31.0,47.0,49.0,24.3,13.1,75.7,middle,2.0,sunny,0
1069,1022.0,31.0,46.0,49.0,24.3,13.1,78.9,middle,2.0,sunny,0
1070,1017.0,31.0,46.0,49.0,24.3,13.1,72.0,middle,2.0,sunny,0
1071,1011.0,31.0,46.0,49.0,24.3,13.1,75.1,middle,2.0,sunny,0
1072,1005.0,31.0,46.0,50.0,24.2,13.1,73.9,middle,2.0,sunny,0
1073,1000.0,31.0,45.0,49.0,24.2,13.1,74.2,middle,2.0,sunny,0
1074,996.0,31.0,45.0,49.0,24.2,13.1,74.7,middle,2.0,sunny,0
1075,993.0,31.0,45.0,49.0,24.2,13.1,71.3,middle,2.0,sunny,0
1076,990.0,31.0,44.0,49.0,24.2,13.1,72.5,middle,2.0,sunny,0
1077,989.0,32.0,45.0,50.0,24.2,13.1,77.7,middle,2.0,sunny,0
1078,988.0,32.0,46.0,51.0,24.2,13.1,72.5,middle,2.0,sunny,0
1079,987.0,31.0,45.0,50.0,24.2,13.1,72.1,middle,2.0,sunny,0
1080,987.0,31.0,45.0,50.0,24.2,13.1,77.0,middle,2.0,sunny,0
1081,987.0,32.0,46.0,51.0,24.2,13.1,77.1,middle,2.0,sunny,0
1082,987.0,31.0,45.0,50.0,24.2,13.1,71.0,middle,2.0,sunny,0
1083,988.0,32.0,46.0,50.0,24.3,13.1,78.3,middle,2.0,sunny,0
1084,991.0,31.0,46.0,50.0,24.2,13.1,76.8,middle,2.0,sunny,0
1085,993.0,31.0,46.0,50.0,24.2,13.1,69.9,middle,2.0,sunny,0
1086,996.0,31.0,46.0,50.0,24.2,13.1,71.9,middle,2.0,sunny,0
1087,1000.0,30.0,45.0,49.0,24.2,13.1,70.7,middle,2.0,sunny,0
1088,1005.0,29.0,45.0,49.0,24.3,13.1,70.2,middle,2.0,sunny,0
1089,1008.0,30.0,46.0,50.0,24.3,13.1,78.3,middle,2.0,sunny,0
1090,1012.0,30.0,46.0,50.0,24.3,13.1,71.3,middle,2.0,sunny,0
1091,1014.0,31.0,46.0,49.0,24.3,13.1,71.7,middle,2.0,sunny,0
1092,1016.0,30.0,45.0,48.0,24.3,13.1,76.7,middle,2.0,sunny,0
1093,1017.0,30.0,45.0,48.0,24.2,13.1,75.1,middle,2.0,sunny,0
1094,1018.0,31.0,46.0,49.0,24.3,13.1,71.0,middle,2.0,sunny,0
1095,1018.0,30.0,45.0,48.0,24.3,13.1,79.6,middle,2.0,sunny,0
1096,1018.0,32.0,46.0,49.0,24.2,13.1,76.3,middle,2.0,sunny,0
1097,1018.0,32.0,46.0,49.0,24.2,13.1,84.0,middle,2.0,sunny,0
1098,1017.0,32.0,46.0,49.0,24.2,13.1,77.2,middle,2.0,sunny,0
1099,1016.0,31.0,45.0,48.0,24.2,13.1,72.4,middle,2.0,sunny,0
1100,1016.0,31.0,45.0,48.0,24.2,13.1,71.6,middle,2.0,sunny,0
1101,1015.0,32.0,47.0,49.0,24.2,13.1,75.3,middle,2.0,sunny,0
1102,1015.0,31.0,46.0,48.0,24.2,13.1,73.1,middle,2.0,sunny,0
1103,1013.0,31.0,46.0,48.0,24.2,13.1,69.5,middle,2.0,sunny,0
1104,1012.0,31.0,46.0,48.0,24.2,13.1,71.2,middle,2.0,sunny,0
1105,1011.0,31.0,46.0,48.0,24.1,13.1,70.5,middle,2.0,sunny,0
1106,1011.0,31.0,46.0,48.0,24.2,13.1,78.0,middle,2.0,sunny,0
1107,1011.0,31.0,46.0,48.0,24.2,13.1,75.9,middle,2.0,sunny,0
1108,1011.0,31.0,46.0,48.0,24.2,13.1,72.5,middle,2.0,sunny,0
1109,1011.0,31.0,46.0,47.0,24.2,13.1,76.1,middle,2.0,sunny,0
1110,1012.0,31.0,46.0,48.0,24.2,13.1,71.7,middle,2.0,sunny,0
1111,1014.0,31.0,46.0,48.0,24.2,13.1,71.9,middle,2.0,sunny,0
1112,1015.0,30.0,46.0,48.0,24.2,13.1,71.3,middle,2.0,sunny,0
1113,1017.0,30.0,46.0,48.0,24.2,13.1,76.4,middle,2.0,sunny,0
1114,1017.0,30.0,45.0,48.0,24.2,13.1,71.2,middle,2.0,sunny,0
1115,1017.0,30.0,45.0,47.0,24.2,13.1,78.3,middle,2.0,sunny,0
1116,1016.0,30.0,45.0,47.0,24.2,13.1,70.9,middle,2.0,sunny,0
1117,1015.0,30.0,45.0,48.0,24.2,13.1,74.6,middle,2.0,sunny,0
1118,1014.0,30.0,44.0,48.0,24.2,13.1,78.4,middle,2.0,sunny,0
1119,1014.0,31.0,44.0,48.0,24.1,13.1,73.1,middle,2.0,sunny,0
1120,1012.0,30.0,44.0,48.0,24.1,13.1,82.8,middle,2.0,sunny,0
1121,1011.0,30.0,44.0,48.0,24.1,13.1,78.6,middle,2.0,sunny,0
1122,1010.0,31.0,46.0,50.0,24.1,13.1,71.4,middle,2.0,sunny,0
1123,1009.0,31.0,46.0,49.0,24.1,13.1,72.3,middle,2.0,sunny,0
1124,1007.0,31.0,46.0,49.0,24.2,13.1,77.4,middle,2.0,sunny,0
1125,1005.0,30.0,44.0,48.0,24.1,13.1,72.2,middle,2.0,sunny,0
1126,1003.0,30.0,44.0,47.0,24.1,13.1,70.1,middle,2.0,sunny,0
1127,1001.0,30.0,44.0,47.0,24.1,13.1,78.4,middle,2.0,sunny,0
1128,1001.0,30.0,43.0,46.0,24.1,13.1,72.5,middle,2.0,sunny,0
1129,1000.0,30.0,43.0,46.0,24.2,13.1,73.4,middle,2.0,sunny,0
1130,999.0,30.0,43.0,46.0,24.2,13.1,79.2,middle,2.0,sunny,0
1131,1000.0,30.0,43.0,46.0,24.2,13.1,70.7,middle,2.0,sunny,0
1132,1001.0,30.0,43.0,46.0,24.2,13.1,69.9,middle,2.0,sunny,0
1133,1002.0,31.0,45.0,47.0,24.2,13.1,71.8,middle,2.0,sunny,0
1134,1003.0,31.0,45.0,47.0,24.3,13.1,74.9,middle,2.0,sunny,0
1135,1003.0,31.0,46.0,47.0,24.3,13.1,78.6,middle,2.0,sunny,0
1136,1003.0,32.0,46.0,47.0,24.3,13.1,70.2,middle,2.0,sunny,0
1137,1004.0,32.0,47.0,47.0,24.3,13.1,72.2,middle,2.0,sunny,0
1138,1006.0,31.0,46.0,46.0,24.3,13.1,76.1,middle,2.0,sunny,0
1139,1010.0,31.0,46.0,46.0,24.3,13.1,70.1,middle,2.0,sunny,0
1140,1026.0,31.0,46.0,46.0,24.3,13.1,71.2,middle,2.0,sunny,0
1141,1045.0,32.0,47.0,47.0,24.3,13.1,78.7,middle,2.0,sunny,0
1142,1065.0,32.0,47.0,47.0,24.3,13.1,69.6,middle,2.0,sunny,0
1143,1080.0,31.0,46.0,46.0,24.3,13.1,79.8,middle,2.0,sunny,0
1144,1092.0,31.0,46.0,46.0,24.3,13.1,76.8,middle,2.0,sunny,0
1145,1097.0,31.0,46.0,46.0,24.3,13.1,72.3,middle,2.0,sunny,0
1146,1097.0,31.0,46.0,46.0,24.3,13.2,72.8,middle,2.0,sunny,0
1147,1098.0,31.0,46.0,47.0,24.4,13.1,75.7,middle,2.0,sunny,0
1148,1098.0,31.0,46.0,48.0,24.3,13.2,75.7,middle,2.0,sunny,0
1149,1098.0,31.0,46.0,48.0,24.4,13.1,74.3,middle,2.0,sunny,0
1150,1096.0,31.0,46.0,48.0,24.3,13.1,77.5,middle,2.0,sunny,0
1151,1089.0,31.0,46.0,48.0,24.3,13.1,70.8,middle,2.0,sunny,0
1152,1084.0,31.0,46.0,48.0,24.3,13.1,72.8,middle,2.0,sunny,0
1153,1078.0,32.0,46.0,48.0,24.2,13.1,78.0,middle,2.0,sunny,0
1154,1072.0,33.0,46.0,49.0,24.2,13.1,71.2,middle,2.0,sunny,0
1155,1064.0,33.0,46.0,49.0,24.2,13.1,74.9,middle,2.0,sunny,0
1156,1056.0,33.0,46.0,49.0,24.2,13.1,77.2,middle,2.0,sunny,0
1157,1044.0,33.0,46.0,50.0,24.2,13.1,72.2,middle,2.0,sunny,0
1158,1034.0,33.0,46.0,50.0,24.2,13.1,72.7,middle,2.0,sunny,0
1159,1022.0,31.0,46.0,49.0,24.2,13.1,72.3,middle,2.0,sunny,0
1160,1013.0,31.0,46.0,48.0,24.1,13.1,71.7,middle,2.0,sunny,0
1161,1004.0,31.0,46.0,48.0,24.1,13.1,76.2,middle,2.0,sunny,0
1162,999.0,32.0,47.0,49.0,24.1,13.0,72.1,middle,2.0,sunny,0
1163,995.0,30.0,46.0,48.0,24.1,13.0,74.5,middle,2.0,sunny,0
1164,993.0,30.0,45.0,48.0,24.1,13.0,77.4,middle,2.0,sunny,0
1165,991.0,29.0,45.0,47.0,24.0,13.0,71.7,middle,2.0,sunny,0
1166,989.0,29.0,45.0,47.0,24.0,13.0,77.8,middle,2.0,sunny,0
1167,988.0,29.0,45.0,47.0,24.0,13.0,83.1,middle,2.0,sunny,0
1168,986.0,29.0,45.0,48.0,24.1,13.0,70.8,middle,2.0,sunny,0
1169,985.0,29.0,46.0,48.0,24.0,12.9,73.3,middle,2.0,sunny,0
1170,983.0,29.0,46.0,48.0,24.0,13.0,77.8,middle,2.0,sunny,0
1171,982.0,30.0,46.0,48.0,24.0,12.9,72.6,middle,2.0,sunny,0
1172,980.0,30.0,46.0,48.0,23.9,12.9,69.3,middle,2.0,sunny,0
1173,979.0,30.0,46.0,48.0,24.0,12.9,77.3,middle,2.0,sunny,0
1174,977.0,30.0,47.0,49.0,24.0,12.9,70.7,middle,2.0,sunny,0
1175,976.0,30.0,48.0,50.0,23.9,12.9,68.8,middle,2.0,sunny,0
1176,974.0,29.0,47.0,49.0,23.9,12.9,70.5,middle,2.0,sunny,0
1177,972.0,29.0,47.0,49.0,23.9,12.9,70.6,middle,2.0,sunny,0
1178,970.0,29.0,47.0,50.0,23.8,12.9,78.5,middle,2.0,sunny,0
1179,967.0,29.0,47.0,50.0,23.8,12.9,70.5,middle,2.0,sunny,0
1180,965.0,29.0,47.0,50.0,23.9,12.9,84.5,middle,2.0,sunny,0
1181,963.0,29.0,47.0,50.0,23.8,12.9,76.4,middle,2.0,sunny,0
1182,963.0,29.0,46.0,49.0,23.8,12.9,72.8,middle,2.0,sunny,0
1183,963.0,29.0,46.0,49.0,23.8,12.9,69.0,middle,2.0,sunny,0
1184,963.0,30.0,47.0,50.0,23.9,12.9,77.9,middle,2.0,sunny,0
1185,963.0,30.0,46.0,50.0,23.9,12.9,71.7,middle,2.0,sunny,0
1186,963.0,30.0,46.0,50.0,23.9,12.9,72.3,middle,2.0,sunny,0
1187,964.0,30.0,45.0,49.0,23.9,12.9,78.2,middle,2.0,sunny,0
1188,966.0,29.0,44.0,48.0,23.8,12.9,70.7,middle,2.0,sunny,0
1189,969.0,29.0,44.0,48.0,23.8,12.9,75.0,middle,2.0,sunny,0
1190,972.0,30.0,44.0,48.0,23.8,12.9,78.2,middle,2.0,sunny,0
1191,974.0,30.0,44.0,48.0,23.8,12.9,73.2,middle,2.0,sunny,0
1192,974.0,31.0,45.0,49.0,23.8,12.9,68.8,middle,2.0,sunny,0
1193,974.0,30.0,45.0,48.0,23.8,12.9,80.2,middle,2.0,sunny,0
1194,975.0,31.0,45.0,49.0,23.8,12.9,68.8,middle,2.0,sunny,0
1195,975.0,31.0,46.0,49.0,23.8,12.9,70.8,middle,2.0,sunny,0
1196,974.0,31.0,47.0,49.0,23.8,12.9,78.5,middle,2.0,sunny,0
1197,973.0,31.0,47.0,49.0,23.8,12.9,67.7,middle,2.0,sunny,0
1198,971.0,31.0,47.0,49.0,23.8,12.9,71.8,middle,2.0,sunny,0
1199,969.0,31.0,47.0,49.0,23.8,12.9,77.4,middle,2.0,sunny,0
1200,967.0,31.0,46.0,49.0,23.8,12.9,72.0,middle,2.0,sunny,0
1201,965.0,31.0,46.0,49.0,23.7,12.9,71.0,middle,2.0,sunny,0
1202,963.0,31.0,46.0,49.0,23.7,12.9,79.1,middle,2.0,sunny,0
1203,962.0,32.0,46.0,51.0,23.7,12.8,80.1,middle,2.0,sunny,0
1204,960.0,31.0,46.0,50.0,23.7,12.8,76.7,middle,2.0,sunny,0
1205,959.0,31.0,46.0,50.0,23.7,12.8,68.8,middle,2.0,sunny,0
1206,958.0,32.0,47.0,51.0,23.7,12.8,71.6,middle,2.0,sunny,0
1207,957.0,32.0,46.0,51.0,23.7,12.8,78.6,middle,2.0,sunny,0
1208,956.0,31.0,45.0,49.0,23.7,12.8,69.7,middle,2.0,sunny,0
1209,955.0,31.0,45.0,49.0,23.7,12.8,71.2,middle,2.0,sunny,0
1210,954.0,31.0,44.0,49.0,23.7,12.8,72.0,middle,2.0,sunny,0
1211,954.0,31.0,45.0,48.0,23.7,12.8,72.5,middle,2.0,sunny,0
1212,953.0,31.0,45.0,48.0,23.7,12.8,70.6,middle,2.0,sunny,0
1213,953.0,32.0,45.0,48.0,23.6,12.8,75.3,middle,2.0,sunny,0
1214,953.0,32.0,45.0,48.0,23.7,12.8,72.5,middle,2.0,sunny,0
1215,952.0,32.0,45.0,48.0,23.6,12.8,70.2,middle,2.0,sunny,0
1216,951.0,32.0,45.0,48.0,23.6,12.8,74.9,middle,2.0,sunny,0
1217,951.0,32.0,45.0,48.0,23.6,12.8,85.4,middle,2.0,sunny,0
1218,951.0,32.0,44.0,48.0,23.6,12.8,71.9,middle,2.0,sunny,0
1219,951.0,32.0,44.0,48.0,23.6,12.8,78.4,middle,2.0,sunny,0
1220,951.0,32.0,44.0,48.0,23.6,12.8,72.1,middle,2.0,sunny,0
1221,951.0,32.0,43.0,48.0,23.6,12.8,70.1,middle,2.0,sunny,0
1222,952.0,32.0,43.0,48.0,23.6,12.8,78.6,middle,2.0,sunny,0
1223,952.0,32.0,43.0,48.0,23.6,12.8,71.7,middle,2.0,sunny,0
1224,953.0,31.0,43.0,48.0,23.6,12.8,76.8,middle,2.0,sunny,0
1225,953.0,31.0,43.0,48.0,23.6,12.8,71.6,middle,2.0,sunny,0
1226,953.0,31.0,43.0,48.0,23.7,12.8,76.2,middle,2.0,sunny,0
1227,954.0,30.0,43.0,48.0,23.7,12.8,76.1,middle,2.0,sunny,0
1228,955.0,31.0,44.0,49.0,23.7,12.8,70.8,middle,2.0,sunny,0
1229,957.0,30.0,43.0,48.0,23.7,12.9,72.3,middle,2.0,sunny,0
1230,960.0,31.0,45.0,49.0,23.7,12.9,70.6,middle,2.0,sunny,0
1231,963.0,31.0,45.0,49.0,23.8,12.9,73.2,middle,2.0,sunny,0
1232,966.0,30.0,44.0,48.0,23.8,12.9,71.5,middle,2.0,sunny,0
1233,971.0,31.0,45.0,49.0,23.8,12.9,75.3,middle,2.0,sunny,0
1234,974.0,30.0,45.0,48.0,23.8,12.9,71.6,middle,2.0,sunny,0
1235,978.0,29.0,45.0,47.0,23.9,12.9,77.4,middle,2.0,sunny,0
1236,980.0,30.0,45.0,48.0,23.9,12.9,78.1,middle,2.0,sunny,0
1237,983.0,30.0,46.0,48.0,23.9,12.9,74.6,middle,2.0,sunny,0
1238,984.0,29.0,45.0,47.0,23.9,12.9,70.8,middle,2.0,sunny,0
1239,986.0,29.0,45.0,47.0,23.9,12.9,72.2,middle,2.0,sunny,0
1240,986.0,29.0,45.0,47.0,23.9,12.9,79.6,middle,2.0,sunny,0
1241,988.0,29.0,45.0,47.0,23.9,12.9,76.7,middle,2.0,sunny,0
1242,989.0,29.0,45.0,47.0,24.0,13.0,77.8,middle,2.0,sunny,0
1243,989.0,30.0,45.0,48.0,24.0,13.0,71.7,middle,2.0,sunny,0
1244,990.0,30.0,45.0,48.0,24.0,13.0,70.0,middle,2.0,sunny,0
1245,991.0,30.0,45.0,48.0,24.0,13.0,73.5,middle,2.0,sunny,0
1246,992.0,30.0,45.0,48.0,24.0,13.0,75.5,middle,2.0,sunny,0
1247,992.0,30.0,45.0,48.0,24.0,13.0,70.9,middle,2.0,sunny,0
1248,993.0,30.0,45.0,47.0,24.0,13.0,70.1,middle,2.0,sunny,0
1249,993.0,30.0,45.0,47.0,24.1,13.0,71.7,middle,2.0,sunny,0
1250,992.0,30.0,45.0,46.0,24.1,13.0,74.1,middle,2.0,sunny,0
1251,992.0,30.0,44.0,46.0,24.1,13.0,77.5,middle,2.0,sunny,0
1252,992.0,30.0,44.0,46.0,24.1,13.0,72.1,middle,2.0,sunny,0
1253,992.0,30.0,44.0,46.0,24.1,13.1,70.9,middle,2.0,sunny,0
1254,991.0,30.0,44.0,46.0,24.1,13.1,85.3,middle,2.0,sunny,0
1255,990.0,30.0,44.0,46.0,24.1,13.1,70.7,middle,2.0,sunny,0
1256,988.0,30.0,44.0,46.0,24.2,13.1,77.6,middle,2.0,sunny,0
1257,986.0,30.0,44.0,47.0,24.2,13.1,74.6,middle,2.0,sunny,0
1258,985.0,30.0,44.0,47.0,24.2,13.1,78.2,middle,2.0,sunny,0
1259,984.0,29.0,43.0,46.0,24.2,13.1,77.8,middle,2.0,sunny,0
1260,983.0,29.0,43.0,46.0,24.2,13.1,70.9,middle,2.0,sunny,0
1261,982.0,29.0,44.0,46.0,24.2,13.1,71.2,middle,2.0,sunny,0
1262,982.0,30.0,45.0,47.0,24.3,13.1,76.1,middle,2.0,sunny,0
1263,981.0,29.0,44.0,46.0,24.3,13.1,77.0,middle,2.0,sunny,0
1264,981.0,30.0,44.0,46.0,24.2,13.1,76.6,middle,2.0,sunny,0
1265,981.0,31.0,45.0,48.0,24.3,13.1,77.3,middle,2.0,sunny,0
1266,980.0,30.0,44.0,47.0,24.3,13.1,70.3,middle,2.0,sunny,0
1267,978.0,30.0,43.0,47.0,24.3,13.1,72.6,middle,2.0,sunny,0
1268,977.0,30.0,43.0,47.0,24.2,13.1,75.9,middle,2.0,sunny,0
1269,976.0,30.0,43.0,47.0,24.2,13.1,72.2,middle,2.0,sunny,0
1270,976.0,30.0,43.0,47.0,24.2,13.1,71.3,middle,2.0,sunny,0
1271,975.0,31.0,45.0,48.0,24.2,13.1,70.7,middle,2.0,sunny,0
1272,974.0,31.0,45.0,48.0,24.2,13.1,70.0,middle,2.0,sunny,0
1273,973.0,30.0,44.0,47.0,24.2,13.1,69.9,middle,2.0,sunny,0
1274,972.0,30.0,45.0,47.0,24.2,13.1,78.4,middle,2.0,sunny,0
