,CO2 (ppm),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Position,Floor No.,Weather,Occupancy_Classified
11241,1786.0,34.0,51.0,55.0,27.5,14.8,68.2,backside,2.0,overcast,1
11242,1788.0,33.0,49.0,54.0,27.6,14.8,67.0,backside,2.0,overcast,1
11243,1787.0,33.0,50.0,54.0,27.5,14.8,65.7,backside,2.0,overcast,1
11244,1786.0,33.0,50.0,55.0,27.5,14.8,65.9,backside,2.0,overcast,1
11245,1787.0,33.0,51.0,55.0,27.5,14.8,86.6,backside,2.0,overcast,1
11246,1790.0,33.0,51.0,55.0,27.6,14.8,67.0,backside,2.0,overcast,1
11247,1793.0,33.0,51.0,54.0,27.6,14.8,71.0,backside,2.0,overcast,1
11248,1794.0,33.0,51.0,54.0,27.6,14.8,65.7,backside,2.0,overcast,1
11249,1795.0,34.0,51.0,54.0,27.6,14.8,70.9,backside,2.0,overcast,1
11250,1797.0,34.0,51.0,54.0,27.5,14.8,64.8,backside,2.0,overcast,1
11251,1800.0,34.0,51.0,54.0,27.6,14.8,66.1,backside,2.0,overcast,1
11252,1803.0,33.0,50.0,53.0,27.6,14.8,66.1,backside,2.0,overcast,1
11253,1806.0,33.0,51.0,53.0,27.6,14.8,71.3,backside,2.0,overcast,1
11254,1807.0,34.0,52.0,54.0,27.6,14.8,83.0,backside,2.0,overcast,1
11255,1808.0,34.0,52.0,54.0,27.6,14.8,66.1,backside,2.0,overcast,1
11256,1809.0,33.0,50.0,53.0,27.5,14.8,72.2,backside,2.0,overcast,1
11257,1811.0,34.0,51.0,54.0,27.5,14.8,66.3,backside,2.0,overcast,1
11258,1812.0,34.0,50.0,54.0,27.5,14.8,74.1,backside,2.0,overcast,1
11259,1813.0,33.0,50.0,54.0,27.5,14.8,65.5,backside,2.0,overcast,1
11260,1812.0,32.0,49.0,53.0,27.5,14.8,65.2,backside,2.0,overcast,1
11261,1812.0,33.0,50.0,54.0,27.5,14.8,65.9,backside,2.0,overcast,1
11262,1813.0,32.0,50.0,54.0,27.5,14.8,65.7,backside,2.0,overcast,1
11263,1815.0,33.0,51.0,56.0,27.5,14.8,80.5,backside,2.0,overcast,1
11264,1817.0,32.0,51.0,55.0,27.5,14.8,78.4,backside,2.0,overcast,1
11265,1819.0,33.0,51.0,57.0,27.5,14.8,67.5,backside,2.0,overcast,1
11266,1821.0,32.0,50.0,57.0,27.5,14.8,65.9,backside,2.0,overcast,1
11267,1824.0,34.0,51.0,58.0,27.5,14.8,65.7,backside,2.0,overcast,1
11268,1828.0,33.0,50.0,57.0,27.5,14.8,65.9,backside,2.0,overcast,1
11269,1831.0,32.0,50.0,57.0,27.5,14.8,65.7,backside,2.0,overcast,1
11270,1834.0,33.0,51.0,57.0,27.5,14.8,69.6,backside,2.0,overcast,1
11271,1835.0,32.0,49.0,55.0,27.5,14.8,66.6,backside,2.0,overcast,1
11272,1836.0,32.0,49.0,55.0,27.5,14.8,78.1,backside,2.0,overcast,1
11273,1839.0,32.0,49.0,55.0,27.5,14.8,77.9,backside,2.0,overcast,1
11274,1841.0,33.0,50.0,56.0,27.5,14.7,65.9,backside,2.0,overcast,1
11275,1843.0,32.0,49.0,55.0,27.5,14.8,65.7,backside,2.0,overcast,1
11276,1843.0,33.0,50.0,56.0,27.5,14.8,70.7,backside,2.0,overcast,1
11277,1844.0,33.0,51.0,56.0,27.5,14.8,65.9,backside,2.0,overcast,1
11278,1845.0,33.0,51.0,56.0,27.5,14.8,65.7,backside,2.0,overcast,1
11279,1847.0,33.0,51.0,56.0,27.5,14.7,66.1,backside,2.0,overcast,1
11280,1847.0,33.0,51.0,56.0,27.5,14.8,75.3,backside,2.0,overcast,1
11281,1847.0,33.0,51.0,56.0,27.5,14.8,76.8,backside,2.0,overcast,1
11282,1848.0,34.0,51.0,56.0,27.5,14.7,73.3,backside,2.0,overcast,1
11283,1849.0,33.0,51.0,55.0,27.5,14.8,65.9,backside,2.0,overcast,1
11284,1850.0,34.0,51.0,55.0,27.5,14.7,66.1,backside,2.0,overcast,1
11285,1853.0,34.0,51.0,56.0,27.5,14.8,68.6,backside,2.0,overcast,1
11286,1853.0,34.0,51.0,57.0,27.5,14.7,66.5,backside,2.0,overcast,1
11287,1853.0,34.0,51.0,58.0,27.5,14.7,75.0,backside,2.0,overcast,1
11288,1854.0,33.0,51.0,59.0,27.5,14.7,65.2,backside,2.0,overcast,1
11289,1854.0,33.0,51.0,58.0,27.5,14.7,64.8,backside,2.0,overcast,1
11290,1855.0,33.0,50.0,58.0,27.5,14.7,75.4,backside,2.0,overcast,1
11291,1856.0,33.0,49.0,56.0,27.4,14.7,71.6,backside,2.0,overcast,1
11292,1856.0,33.0,49.0,56.0,27.4,14.7,65.7,backside,2.0,overcast,1
11293,1856.0,33.0,49.0,56.0,27.4,14.7,76.7,backside,2.0,overcast,1
11294,1857.0,33.0,49.0,55.0,27.4,14.7,64.8,backside,2.0,overcast,1
11295,1858.0,33.0,49.0,55.0,27.4,14.7,66.8,backside,2.0,overcast,1
11296,1859.0,33.0,49.0,55.0,27.4,14.7,65.9,backside,2.0,overcast,1
11297,1858.0,33.0,49.0,55.0,27.4,14.7,65.5,backside,2.0,overcast,1
11298,1857.0,33.0,49.0,54.0,27.4,14.7,66.3,backside,2.0,overcast,1
11299,1857.0,33.0,49.0,54.0,27.4,14.7,72.5,backside,2.0,overcast,1
11300,1858.0,33.0,49.0,54.0,27.4,14.7,68.0,backside,2.0,overcast,1
11301,1859.0,33.0,49.0,54.0,27.4,14.7,65.7,backside,2.0,overcast,1
11302,1859.0,34.0,50.0,55.0,27.4,14.7,65.9,backside,2.0,overcast,1
11303,1858.0,33.0,49.0,54.0,27.4,14.7,66.1,backside,2.0,overcast,1
11304,1858.0,33.0,49.0,54.0,27.4,14.7,67.2,backside,2.0,overcast,1
11305,1857.0,33.0,49.0,53.0,27.4,14.7,71.0,backside,2.0,overcast,1
11306,1859.0,33.0,48.0,53.0,27.4,14.6,66.1,backside,2.0,overcast,1
11307,1859.0,33.0,48.0,52.0,27.3,14.6,65.5,backside,2.0,overcast,1
11308,1859.0,33.0,48.0,51.0,27.3,14.7,70.0,backside,2.0,overcast,1
11309,1858.0,33.0,48.0,51.0,27.4,14.7,66.5,backside,2.0,overcast,1
11310,1859.0,33.0,48.0,52.0,27.4,14.7,65.9,backside,2.0,overcast,1
11311,1861.0,33.0,48.0,52.0,27.4,14.7,71.5,backside,2.0,overcast,1
11312,1863.0,33.0,48.0,52.0,27.4,14.6,66.3,backside,2.0,overcast,1
11313,1863.0,34.0,48.0,52.0,27.3,14.7,66.1,backside,2.0,overcast,1
11314,1864.0,34.0,48.0,52.0,27.4,14.7,65.7,backside,2.0,overcast,1
11315,1864.0,34.0,48.0,52.0,27.4,14.7,65.5,backside,2.0,overcast,1
11316,1865.0,34.0,48.0,52.0,27.4,14.6,74.9,backside,2.0,overcast,1
11317,1867.0,34.0,48.0,52.0,27.3,14.6,67.4,backside,2.0,overcast,1
11318,1869.0,34.0,48.0,52.0,27.3,14.6,64.8,backside,2.0,overcast,1
11319,1871.0,35.0,48.0,52.0,27.3,14.7,65.9,backside,2.0,overcast,1
11320,1871.0,35.0,48.0,52.0,27.4,14.6,65.9,backside,2.0,overcast,1
11321,1871.0,36.0,49.0,54.0,27.3,14.6,65.2,backside,2.0,overcast,1
11322,1872.0,36.0,49.0,54.0,27.3,14.6,86.0,backside,2.0,overcast,1
11323,1873.0,36.0,49.0,54.0,27.3,14.6,64.6,backside,2.0,overcast,1
11324,1873.0,36.0,49.0,54.0,27.3,14.6,66.6,backside,2.0,overcast,1
11325,1874.0,36.0,50.0,54.0,27.3,14.6,66.1,backside,2.0,overcast,1
11326,1874.0,35.0,49.0,53.0,27.3,14.6,65.7,backside,2.0,overcast,1
11327,1875.0,36.0,50.0,54.0,27.3,14.7,65.9,backside,2.0,overcast,1
11328,1876.0,34.0,49.0,53.0,27.4,14.6,75.1,backside,2.0,overcast,1
11329,1877.0,34.0,49.0,53.0,27.3,14.6,67.0,backside,2.0,overcast,1
11330,1878.0,34.0,49.0,53.0,27.3,14.6,65.7,backside,2.0,overcast,1
11331,1879.0,34.0,48.0,53.0,27.3,14.6,80.8,backside,2.0,overcast,1
11332,1880.0,34.0,49.0,54.0,27.3,14.6,68.5,backside,2.0,overcast,1
11333,1881.0,33.0,48.0,52.0,27.3,14.6,66.8,backside,2.0,overcast,1
11334,1882.0,34.0,49.0,53.0,27.3,14.6,71.3,backside,2.0,overcast,1
11335,1884.0,33.0,48.0,52.0,27.3,14.6,65.9,backside,2.0,overcast,1
11336,1885.0,34.0,49.0,54.0,27.3,14.6,66.1,backside,2.0,overcast,1
11337,1887.0,33.0,48.0,53.0,27.3,14.6,65.5,backside,2.0,overcast,1
11338,1890.0,34.0,49.0,54.0,27.3,14.6,66.8,backside,2.0,overcast,1
11339,1892.0,33.0,48.0,53.0,27.3,14.6,65.9,backside,2.0,overcast,1
11340,1892.0,33.0,49.0,53.0,27.3,14.6,74.4,backside,2.0,overcast,1
11341,1892.0,33.0,49.0,53.0,27.3,14.6,77.0,backside,2.0,overcast,1
11342,1892.0,33.0,48.0,53.0,27.3,14.6,65.9,backside,2.0,overcast,1
11343,1894.0,34.0,49.0,54.0,27.3,14.6,65.9,backside,2.0,overcast,1
11344,1896.0,34.0,49.0,54.0,27.3,14.6,66.5,backside,2.0,overcast,1
11345,1897.0,34.0,49.0,53.0,27.3,14.6,66.8,backside,2.0,overcast,1
11346,1898.0,33.0,48.0,52.0,27.3,14.6,65.5,backside,2.0,overcast,1
11347,1898.0,33.0,48.0,52.0,27.3,14.6,65.2,backside,2.0,overcast,1
11348,1897.0,33.0,48.0,52.0,27.3,14.6,66.5,backside,2.0,overcast,1
11349,1897.0,34.0,49.0,53.0,27.3,14.6,74.3,backside,2.0,overcast,1
11350,1898.0,33.0,48.0,51.0,27.3,14.6,71.4,backside,2.0,overcast,1
11351,1899.0,33.0,48.0,51.0,27.3,14.6,76.9,backside,2.0,overcast,1
11352,1898.0,32.0,48.0,51.0,27.3,14.6,75.6,backside,2.0,overcast,1
11353,1898.0,32.0,48.0,50.0,27.3,14.6,66.8,backside,2.0,overcast,1
11354,1898.0,32.0,48.0,51.0,27.3,14.6,66.3,backside,2.0,overcast,1
11355,1900.0,32.0,48.0,51.0,27.3,14.6,65.9,backside,2.0,overcast,1
11356,1902.0,32.0,48.0,51.0,27.3,14.6,65.0,backside,2.0,overcast,1
11357,1902.0,32.0,48.0,51.0,27.3,14.6,70.1,backside,2.0,overcast,1
11358,1903.0,32.0,48.0,51.0,27.3,14.6,70.9,backside,2.0,overcast,1
11359,1904.0,33.0,49.0,52.0,27.3,14.6,67.0,backside,2.0,overcast,1
11360,1907.0,31.0,48.0,51.0,27.3,14.6,66.5,backside,2.0,overcast,1
11361,1907.0,32.0,49.0,52.0,27.3,14.6,65.7,backside,2.0,overcast,1
11362,1908.0,32.0,48.0,51.0,27.3,14.6,66.8,backside,2.0,overcast,1
11363,1908.0,32.0,48.0,52.0,27.3,14.6,72.0,backside,2.0,overcast,1
11364,1909.0,32.0,49.0,53.0,27.3,14.6,65.9,backside,2.0,overcast,1
11365,1910.0,32.0,49.0,53.0,27.3,14.6,65.9,backside,2.0,overcast,1
11366,1911.0,33.0,50.0,55.0,27.3,14.6,65.5,backside,2.0,overcast,1
11367,1913.0,33.0,51.0,56.0,27.3,14.6,67.2,backside,2.0,overcast,1
11368,1913.0,32.0,50.0,55.0,27.3,14.6,65.7,backside,2.0,overcast,1
11369,1914.0,31.0,50.0,55.0,27.3,14.6,71.4,backside,2.0,overcast,1
11370,1914.0,31.0,49.0,55.0,27.3,14.6,66.1,backside,2.0,overcast,1
11371,1915.0,31.0,49.0,54.0,27.3,14.6,65.9,backside,2.0,overcast,1
11372,1917.0,31.0,49.0,54.0,27.3,14.6,83.7,backside,2.0,overcast,1
11373,1918.0,31.0,48.0,53.0,27.3,14.6,65.7,backside,2.0,overcast,1
11374,1919.0,32.0,49.0,54.0,27.3,14.6,66.3,backside,2.0,overcast,1
11375,1920.0,32.0,48.0,53.0,27.3,14.6,65.5,backside,2.0,overcast,1
11376,1922.0,32.0,48.0,53.0,27.3,14.6,65.5,backside,2.0,overcast,1
11377,1924.0,34.0,49.0,54.0,27.3,14.6,66.1,backside,2.0,overcast,1
11378,1924.0,33.0,48.0,52.0,27.3,14.6,66.1,backside,2.0,overcast,1
11379,1924.0,33.0,48.0,52.0,27.3,14.6,65.9,backside,2.0,overcast,1
11380,1923.0,34.0,49.0,53.0,27.3,14.6,77.1,backside,2.0,overcast,1
11381,1924.0,35.0,49.0,53.0,27.3,14.6,79.9,backside,2.0,overcast,1
11382,1925.0,34.0,49.0,52.0,27.3,14.6,74.2,backside,2.0,overcast,1
11383,1927.0,34.0,49.0,53.0,27.3,14.6,66.1,backside,2.0,overcast,1
11384,1927.0,34.0,49.0,53.0,27.3,14.6,66.1,backside,2.0,overcast,1
11385,1928.0,35.0,50.0,54.0,27.3,14.6,66.6,backside,2.0,overcast,1
11386,1928.0,35.0,50.0,54.0,27.3,14.6,65.9,backside,2.0,overcast,1
11387,1929.0,33.0,48.0,52.0,27.3,14.6,65.5,backside,2.0,overcast,1
11388,1931.0,33.0,48.0,52.0,27.3,14.6,66.3,backside,2.0,overcast,1
11389,1930.0,33.0,48.0,52.0,27.3,14.6,65.7,backside,2.0,overcast,1
11390,1929.0,34.0,49.0,53.0,27.3,14.6,72.7,backside,2.0,overcast,1
11391,1930.0,33.0,48.0,51.0,27.3,14.6,76.5,backside,2.0,overcast,1
11392,1932.0,32.0,48.0,50.0,27.3,14.6,66.1,backside,2.0,overcast,1
11393,1934.0,33.0,49.0,51.0,27.2,14.6,65.0,backside,2.0,overcast,1
11394,1937.0,33.0,49.0,51.0,27.3,14.6,65.7,backside,2.0,overcast,1
11395,1938.0,32.0,48.0,50.0,27.3,14.6,65.5,backside,2.0,overcast,1
11396,1938.0,33.0,49.0,51.0,27.3,14.6,66.8,backside,2.0,overcast,1
11397,1939.0,33.0,49.0,52.0,27.3,14.6,65.9,backside,2.0,overcast,1
11398,1940.0,33.0,49.0,53.0,27.3,14.6,65.7,backside,2.0,overcast,1
11399,1941.0,34.0,50.0,53.0,27.3,14.6,71.2,backside,2.0,overcast,1
11400,1941.0,33.0,50.0,54.0,27.3,14.6,77.9,backside,2.0,overcast,1
11401,1941.0,32.0,49.0,53.0,27.3,14.6,73.7,backside,2.0,overcast,1
11402,1941.0,33.0,50.0,54.0,27.3,14.6,66.5,backside,2.0,overcast,1
11403,1943.0,33.0,50.0,55.0,27.3,14.6,66.1,backside,2.0,overcast,1
11404,1944.0,33.0,50.0,55.0,27.3,14.6,65.9,backside,2.0,overcast,1
11405,1944.0,33.0,50.0,55.0,27.2,14.6,65.9,backside,2.0,overcast,1
11406,1945.0,33.0,50.0,55.0,27.2,14.6,65.7,backside,2.0,overcast,1
11407,1944.0,32.0,49.0,54.0,27.3,14.6,65.9,backside,2.0,overcast,1
11408,1943.0,33.0,50.0,55.0,27.2,14.6,68.6,backside,2.0,overcast,1
11409,1944.0,33.0,50.0,55.0,27.2,14.6,65.2,backside,2.0,overcast,1
11410,1945.0,33.0,50.0,55.0,27.2,14.6,65.7,backside,2.0,overcast,1
11411,1945.0,32.0,50.0,54.0,27.2,14.6,66.1,backside,2.0,overcast,1
11412,1946.0,33.0,51.0,55.0,27.2,14.6,72.8,backside,2.0,overcast,1
11413,1946.0,33.0,51.0,55.0,27.3,14.6,85.3,backside,2.0,overcast,1
11414,1947.0,33.0,51.0,55.0,27.2,14.6,65.5,backside,2.0,overcast,1
11415,1949.0,33.0,51.0,55.0,27.2,14.6,65.2,backside,2.0,overcast,1
11416,1948.0,33.0,51.0,55.0,27.2,14.6,66.3,backside,2.0,overcast,1
11417,1947.0,32.0,50.0,54.0,27.2,14.6,65.9,backside,2.0,overcast,1
11418,1948.0,32.0,50.0,54.0,27.2,14.6,65.7,backside,2.0,overcast,1
11419,1949.0,34.0,51.0,55.0,27.2,14.6,67.8,backside,2.0,overcast,1
11420,1951.0,34.0,51.0,55.0,27.2,14.6,68.2,backside,2.0,overcast,1
11421,1952.0,34.0,50.0,55.0,27.2,14.6,66.5,backside,2.0,overcast,1
11422,1953.0,33.0,49.0,53.0,27.2,14.6,82.7,backside,2.0,overcast,1
11423,1953.0,32.0,49.0,52.0,27.2,14.6,75.0,backside,2.0,overcast,1
11424,1955.0,32.0,49.0,52.0,27.2,14.6,65.5,backside,2.0,overcast,1
11425,1957.0,33.0,50.0,52.0,27.2,14.6,65.9,backside,2.0,overcast,1
11426,1957.0,32.0,49.0,52.0,27.2,14.6,65.9,backside,2.0,overcast,1
11427,1957.0,31.0,48.0,51.0,27.2,14.6,65.7,backside,2.0,overcast,1
11428,1957.0,32.0,49.0,52.0,27.2,14.6,65.9,backside,2.0,overcast,1
11429,1958.0,32.0,49.0,52.0,27.2,14.6,65.7,backside,2.0,overcast,1
11430,1959.0,31.0,48.0,51.0,27.2,14.6,66.1,backside,2.0,overcast,1
11431,1960.0,32.0,49.0,51.0,27.2,14.6,79.0,backside,2.0,overcast,1
11432,1960.0,32.0,49.0,51.0,27.2,14.6,78.8,backside,2.0,overcast,1
11433,1960.0,32.0,50.0,51.0,27.2,14.6,65.7,backside,2.0,overcast,1
11434,1960.0,31.0,49.0,50.0,27.2,14.6,72.3,backside,2.0,overcast,1
11435,1961.0,32.0,50.0,51.0,27.2,14.6,65.9,backside,2.0,overcast,1
11436,1961.0,32.0,49.0,50.0,27.2,14.6,66.5,backside,2.0,overcast,1
11437,1962.0,32.0,49.0,50.0,27.2,14.6,65.7,backside,2.0,overcast,1
11438,1961.0,33.0,50.0,51.0,27.2,14.6,65.5,backside,2.0,overcast,1
11439,1961.0,32.0,50.0,51.0,27.2,14.6,66.1,backside,2.0,overcast,1
11440,1961.0,32.0,50.0,51.0,27.2,14.6,76.0,backside,2.0,overcast,1
11441,1963.0,32.0,50.0,51.0,27.2,14.6,74.5,backside,2.0,overcast,1
11442,1965.0,32.0,51.0,51.0,27.2,14.6,65.9,backside,2.0,overcast,1
11443,1965.0,33.0,52.0,53.0,27.2,14.6,71.5,backside,2.0,overcast,1
11444,1966.0,33.0,51.0,53.0,27.1,14.6,69.3,backside,2.0,overcast,1
11445,1968.0,32.0,50.0,52.0,27.2,14.6,71.3,backside,2.0,overcast,1
11446,1971.0,32.0,50.0,53.0,27.1,14.6,66.3,backside,2.0,overcast,1
11447,1974.0,32.0,49.0,53.0,27.2,14.6,66.5,backside,2.0,overcast,1
11448,1975.0,32.0,50.0,54.0,27.2,14.6,65.9,backside,2.0,overcast,1
11449,1974.0,31.0,48.0,53.0,27.1,14.6,72.8,backside,2.0,overcast,1
11450,1975.0,32.0,49.0,53.0,27.1,14.6,69.7,backside,2.0,overcast,1
11451,1976.0,31.0,48.0,52.0,27.1,14.6,65.7,backside,2.0,overcast,1
11452,1979.0,31.0,48.0,52.0,27.1,14.6,65.5,backside,2.0,overcast,1
11453,1981.0,31.0,47.0,52.0,27.1,14.6,66.8,backside,2.0,overcast,1
11454,1980.0,31.0,48.0,52.0,27.1,14.5,66.3,backside,2.0,overcast,1
11455,1980.0,31.0,48.0,53.0,27.1,14.6,66.8,backside,2.0,overcast,1
11456,1980.0,31.0,48.0,53.0,27.1,14.6,70.3,backside,2.0,overcast,1
11457,1981.0,31.0,48.0,53.0,27.1,14.5,65.9,backside,2.0,overcast,1
11458,1981.0,32.0,49.0,53.0,27.1,14.6,70.6,backside,2.0,overcast,1
11459,1980.0,31.0,48.0,52.0,27.1,14.5,66.1,backside,2.0,overcast,1
11460,1977.0,32.0,49.0,52.0,27.1,14.6,66.3,backside,2.0,overcast,1
11461,1977.0,31.0,47.0,50.0,27.1,14.5,66.3,backside,2.0,overcast,1
11462,1978.0,32.0,48.0,51.0,27.1,14.5,66.1,backside,2.0,overcast,1
11463,1979.0,33.0,47.0,51.0,27.1,14.5,66.6,backside,2.0,overcast,1
11464,1979.0,33.0,47.0,50.0,27.1,14.5,66.1,backside,2.0,overcast,1
11465,1978.0,33.0,47.0,50.0,27.1,14.5,65.5,backside,2.0,overcast,1
11466,1977.0,33.0,47.0,50.0,27.1,14.5,65.7,backside,2.0,overcast,1
11467,1976.0,34.0,48.0,50.0,27.1,14.5,69.7,backside,2.0,overcast,1
11468,1977.0,33.0,47.0,50.0,27.1,14.5,65.7,backside,2.0,overcast,1
11469,1978.0,33.0,47.0,49.0,27.1,14.5,66.1,backside,2.0,overcast,1
11470,1978.0,32.0,47.0,49.0,27.1,14.5,65.7,backside,2.0,overcast,1
11471,1978.0,33.0,48.0,50.0,27.1,14.5,66.1,backside,2.0,overcast,1
11472,1979.0,32.0,47.0,49.0,27.1,14.5,82.7,backside,2.0,overcast,1
11473,1981.0,33.0,47.0,50.0,27.1,14.5,67.2,backside,2.0,overcast,1
11474,1983.0,32.0,47.0,51.0,27.1,14.5,65.9,backside,2.0,overcast,1
11475,1985.0,31.0,46.0,50.0,27.1,14.5,65.9,backside,2.0,overcast,1
11476,1985.0,32.0,47.0,51.0,27.0,14.5,65.2,backside,2.0,overcast,1
11477,1986.0,31.0,46.0,51.0,27.1,14.5,65.5,backside,2.0,overcast,1
11478,1988.0,31.0,46.0,51.0,27.1,14.5,68.9,backside,2.0,overcast,1
11479,1989.0,32.0,48.0,52.0,27.0,14.5,65.9,backside,2.0,overcast,1
11480,1988.0,31.0,47.0,51.0,27.1,14.5,66.1,backside,2.0,overcast,1
11481,1988.0,31.0,47.0,51.0,27.1,14.5,79.0,backside,2.0,overcast,1
11482,1988.0,32.0,48.0,51.0,27.0,14.5,78.0,backside,2.0,overcast,1
11483,1988.0,32.0,49.0,51.0,27.1,14.5,65.5,backside,2.0,overcast,1
11484,1989.0,32.0,49.0,50.0,27.0,14.5,65.7,backside,2.0,overcast,1
11485,1990.0,32.0,49.0,50.0,27.1,14.5,66.1,backside,2.0,overcast,1
11486,1989.0,32.0,48.0,50.0,27.0,14.5,77.5,backside,2.0,overcast,1
11487,1989.0,32.0,48.0,50.0,27.0,14.5,66.3,backside,2.0,overcast,1
11488,1989.0,31.0,47.0,49.0,27.1,14.5,68.3,backside,2.0,overcast,1
11489,1989.0,32.0,48.0,49.0,27.0,14.5,68.0,backside,2.0,overcast,1
11490,1990.0,32.0,48.0,49.0,27.0,14.5,75.7,backside,2.0,overcast,1
11491,1990.0,32.0,47.0,49.0,27.0,14.5,79.1,backside,2.0,overcast,1
11492,1989.0,32.0,47.0,49.0,27.0,14.5,66.1,backside,2.0,overcast,1
11493,1989.0,32.0,47.0,49.0,27.1,14.5,66.1,backside,2.0,overcast,1
11494,1990.0,32.0,48.0,49.0,27.0,14.5,65.5,backside,2.0,overcast,1
11495,1992.0,32.0,48.0,49.0,27.0,14.5,66.3,backside,2.0,overcast,1
11496,1992.0,32.0,48.0,49.0,27.0,14.5,66.1,backside,2.0,overcast,1
11497,1991.0,32.0,48.0,49.0,27.1,14.5,76.7,backside,2.0,overcast,1
11498,1991.0,32.0,48.0,49.0,27.0,14.5,65.7,backside,2.0,overcast,1
11499,1991.0,31.0,47.0,48.0,27.1,14.5,72.3,backside,2.0,overcast,1
11500,1992.0,32.0,47.0,49.0,27.0,14.5,69.0,backside,2.0,overcast,1
11501,1084.0,33.0,48.0,52.0,29.0,15.4,67.5,frontside,2.0,overcast,1
11502,1084.0,33.0,49.0,53.0,28.9,15.4,70.3,frontside,2.0,overcast,1
11503,1084.0,33.0,49.0,54.0,28.9,15.4,74.7,frontside,2.0,overcast,1
11504,1084.0,33.0,49.0,54.0,28.9,15.4,68.5,frontside,2.0,overcast,1
11505,1085.0,34.0,50.0,56.0,28.9,15.4,73.9,frontside,2.0,overcast,1
11506,1086.0,33.0,49.0,55.0,28.9,15.4,74.2,frontside,2.0,overcast,1
11507,1086.0,33.0,49.0,55.0,28.9,15.4,68.9,frontside,2.0,overcast,1
11508,1086.0,32.0,48.0,53.0,28.9,15.5,75.9,frontside,2.0,overcast,1
11509,1087.0,33.0,49.0,54.0,29.0,15.4,76.0,frontside,2.0,overcast,1
11510,1088.0,34.0,49.0,54.0,29.0,15.4,69.2,frontside,2.0,overcast,1
11511,1089.0,34.0,49.0,55.0,29.0,15.4,69.6,frontside,2.0,overcast,1
11512,1090.0,34.0,49.0,55.0,29.0,15.4,73.3,frontside,2.0,overcast,1
11513,1091.0,34.0,49.0,55.0,28.9,15.4,70.0,frontside,2.0,overcast,1
11514,1092.0,33.0,48.0,54.0,29.0,15.4,73.6,frontside,2.0,overcast,1
11515,1093.0,34.0,49.0,54.0,29.0,15.4,66.3,frontside,2.0,overcast,1
11516,1095.0,32.0,48.0,52.0,29.0,15.4,75.6,frontside,2.0,overcast,1
11517,1096.0,33.0,48.0,53.0,29.0,15.4,71.3,frontside,2.0,overcast,1
11518,1096.0,33.0,48.0,52.0,29.0,15.4,69.3,frontside,2.0,overcast,1
11519,1097.0,32.0,47.0,51.0,29.0,15.4,75.9,frontside,2.0,overcast,1
11520,1097.0,33.0,48.0,52.0,29.0,15.4,75.1,frontside,2.0,overcast,1
11521,1098.0,33.0,48.0,52.0,28.9,15.5,67.2,frontside,2.0,overcast,1
11522,1098.0,33.0,48.0,52.0,29.0,15.5,76.2,frontside,2.0,overcast,1
11523,1099.0,31.0,47.0,51.0,29.0,15.4,67.4,frontside,2.0,overcast,1
11524,1099.0,32.0,48.0,52.0,29.0,15.5,67.2,frontside,2.0,overcast,1
11525,1100.0,32.0,48.0,52.0,29.0,15.4,75.1,frontside,2.0,overcast,0
11526,1100.0,32.0,48.0,52.0,29.0,15.4,68.3,frontside,2.0,overcast,0
11527,1101.0,31.0,47.0,51.0,29.0,15.4,73.6,frontside,2.0,overcast,0
11528,1101.0,32.0,48.0,52.0,29.0,15.4,74.8,frontside,2.0,overcast,0
11529,1102.0,32.0,48.0,52.0,29.0,15.4,69.7,frontside,2.0,overcast,0
11530,1102.0,31.0,48.0,51.0,29.0,15.4,73.3,frontside,2.0,overcast,0
11531,1103.0,32.0,49.0,53.0,28.9,15.4,69.6,frontside,2.0,overcast,0
11532,1104.0,31.0,48.0,52.0,29.0,15.4,72.0,frontside,2.0,overcast,0
11533,1105.0,31.0,48.0,52.0,29.0,15.4,66.1,frontside,2.0,overcast,0
11534,1107.0,32.0,48.0,53.0,28.9,15.4,66.8,frontside,2.0,overcast,0
11535,1108.0,32.0,49.0,53.0,28.9,15.4,72.1,frontside,2.0,overcast,1
11536,1109.0,32.0,48.0,52.0,28.9,15.4,68.3,frontside,2.0,overcast,1
11537,1110.0,32.0,48.0,51.0,28.9,15.4,68.0,frontside,2.0,overcast,1
11538,1111.0,32.0,48.0,51.0,28.9,15.4,72.5,frontside,2.0,overcast,1
11539,1111.0,32.0,48.0,50.0,28.9,15.4,72.7,frontside,2.0,overcast,1
11540,1112.0,32.0,47.0,50.0,28.9,15.4,68.3,frontside,2.0,overcast,1
11541,1113.0,32.0,47.0,50.0,28.9,15.4,74.6,frontside,2.0,overcast,1
11542,1114.0,32.0,47.0,51.0,28.9,15.4,69.9,frontside,2.0,overcast,1
11543,1115.0,32.0,47.0,51.0,28.9,15.4,75.3,frontside,2.0,overcast,1
11544,1117.0,32.0,47.0,52.0,28.9,15.4,66.6,frontside,2.0,overcast,1
11545,1119.0,32.0,48.0,52.0,28.9,15.4,70.5,frontside,2.0,overcast,1
11546,1121.0,32.0,48.0,52.0,28.9,15.4,74.8,frontside,2.0,overcast,1
11547,1123.0,32.0,48.0,52.0,28.9,15.4,67.2,frontside,2.0,overcast,1
11548,1126.0,32.0,48.0,51.0,28.9,15.4,67.4,frontside,2.0,overcast,1
