,CO2 (ppm),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Position,Floor No.,Weather,Occupancy_Classified
0,-0.16459925500149533,1.5600395624478167,1.6604223954441513,1.695355654498629,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
1,-0.16690740580073277,1.5600395624478167,1.5757642451344542,1.6150341718736996,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
2,-0.17152370739920764,1.5600395624478167,1.5757642451344542,1.6150341718736996,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
3,-0.17729408439730124,1.445456413996277,1.5757642451344542,1.5347126892487701,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
4,-0.18421853679501354,1.445456413996277,1.5757642451344542,1.4543912066238407,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
5,-0.19114298919272585,1.445456413996277,1.4911060948247574,1.3740697239989113,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
6,-0.19806744159043815,1.5600395624478167,1.5757642451344542,1.4543912066238407,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
7,-0.20268374318891302,1.445456413996277,1.4911060948247574,1.3740697239989113,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
8,-0.20383781858853173,1.5600395624478167,1.4911060948247574,1.3740697239989113,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
9,-0.20499189398815046,1.445456413996277,1.4064479445150606,1.2937482413739818,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
10,-0.20499189398815046,1.445456413996277,1.4064479445150606,1.2937482413739818,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
11,-0.20499189398815046,1.5600395624478167,1.4911060948247574,1.4543912066238407,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
12,-0.20383781858853173,1.5600395624478167,1.4064479445150606,1.3740697239989113,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
13,-0.20383781858853173,1.445456413996277,1.3217897942053638,1.2937482413739818,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
14,-0.19922151699005686,1.5600395624478167,1.4064479445150606,1.3740697239989113,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
15,-0.19345113999196328,1.445456413996277,1.3217897942053638,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
16,-0.18537261219463225,1.445456413996277,1.4064479445150606,1.3740697239989113,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
17,-0.17960223519653867,1.445456413996277,1.4064479445150606,1.3740697239989113,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
18,-0.1749859335980638,1.330873265544737,1.237131643895667,1.2134267587490524,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
19,-0.17036963199958893,1.2162901170931972,1.237131643895667,1.2134267587490524,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
20,-0.16690740580073277,1.2162901170931972,1.237131643895667,1.2134267587490524,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
21,-0.16344517960187663,1.2162901170931972,1.237131643895667,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
22,-0.1611370288026392,1.2162901170931972,1.3217897942053638,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
23,-0.15767480260378303,1.2162901170931972,1.3217897942053638,1.3740697239989113,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
24,-0.1542125764049269,1.2162901170931972,1.4064479445150606,1.4543912066238407,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
25,-0.15075035020607072,1.2162901170931972,1.4064479445150606,1.4543912066238407,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
26,-0.14728812400721458,1.2162901170931972,1.4064479445150606,1.5347126892487701,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
27,-0.14497997320797715,1.2162901170931972,1.4064479445150606,1.5347126892487701,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
28,-0.14151774700912098,1.2162901170931972,1.4911060948247574,1.4543912066238407,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
29,-0.13805552081026484,1.1017069686416576,1.4064479445150606,1.4543912066238407,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
30,-0.1357473700110274,1.1017069686416576,1.4064479445150606,1.3740697239989113,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
31,-0.13459329461140868,1.1017069686416576,1.3217897942053638,1.3740697239989113,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
32,-0.13343921921178997,1.1017069686416576,1.3217897942053638,1.3740697239989113,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
33,-0.13228514381217124,1.1017069686416576,1.237131643895667,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
34,-0.13228514381217124,1.1017069686416576,1.237131643895667,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
35,-0.13113106841255254,0.8725406717385779,1.237131643895667,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
36,-0.13113106841255254,0.8725406717385779,1.237131643895667,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
37,-0.1299769930129338,0.8725406717385779,1.237131643895667,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
38,-0.1299769930129338,0.8725406717385779,1.3217897942053638,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
39,-0.1299769930129338,0.9871238201901177,1.4064479445150606,1.3740697239989113,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
40,-0.1299769930129338,0.8725406717385779,1.4064479445150606,1.2937482413739818,0.10556914049939121,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
41,-0.13113106841255254,0.8725406717385779,1.4064479445150606,1.3740697239989113,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
42,-0.13228514381217124,0.8725406717385779,1.4064479445150606,1.3740697239989113,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
43,-0.13228514381217124,1.2162901170931972,1.5757642451344542,1.5347126892487701,0.0539418594658792,0.12694410486713756,0.6542996093207776,0.0,0.9070808668055628,2.0
44,-0.13228514381217124,1.2162901170931972,1.4911060948247574,1.5347126892487701,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
45,-0.13113106841255254,1.2162901170931972,1.4064479445150606,1.4543912066238407,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
46,-0.1299769930129338,1.330873265544737,1.4911060948247574,1.5347126892487701,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
47,-0.1288229176133151,1.2162901170931972,1.4064479445150606,1.4543912066238407,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
48,-0.12766884221369637,1.330873265544737,1.4064479445150606,1.5347126892487701,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
49,-0.12536069141445894,1.330873265544737,1.4064479445150606,1.5347126892487701,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
50,-0.12305254061522151,1.2162901170931972,1.4064479445150606,1.5347126892487701,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
51,-0.11959031441636536,1.2162901170931972,1.3217897942053638,1.6150341718736996,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
52,-0.11728216361712793,1.1017069686416576,1.237131643895667,1.5347126892487701,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
53,-0.11381993741827177,1.2162901170931972,1.3217897942053638,1.6150341718736996,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
54,-0.11035771121941562,1.2162901170931972,1.3217897942053638,1.6150341718736996,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
55,-0.10804956042017819,1.2162901170931972,1.237131643895667,1.5347126892487701,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
56,-0.10458733422132203,1.330873265544737,1.3217897942053638,1.5347126892487701,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
57,-0.10112510802246588,1.2162901170931972,1.237131643895667,1.3740697239989113,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
58,-0.09881695722322845,1.2162901170931972,1.237131643895667,1.3740697239989113,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
59,-0.0953547310243723,1.330873265544737,1.237131643895667,1.4543912066238407,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
60,-0.09304658022513486,1.2162901170931972,1.1524734935859702,1.3740697239989113,0.0539418594658792,0.02312528656784605,0.6542996093207776,0.0,0.9070808668055628,2.0
