Timestamp,CO (ppm),NO2 (ppm),CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Occupancy,Position,Room Condition,Room Type,Floor No.,Weather,Occupancy_Classified
2023-09-11 14:49:30,24.2,0.1,445.0,0.0,33.0,48.0,51.0,35.2,18.6,67.5,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:49:35,22.6,0.1,446.0,0.0,34.0,49.0,52.0,35.2,18.6,73.6,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:49:41,32.0,0.1,447.0,0.0,34.0,48.0,52.0,35.2,18.6,80.4,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:49:47,32.0,0.1,448.0,0.0,33.0,47.0,51.0,35.2,18.6,70.3,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:49:52,31.8,0.1,448.0,0.0,33.0,47.0,52.0,35.2,18.6,66.3,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:49:58,30.1,0.1,449.0,0.0,34.0,48.0,53.0,35.2,18.6,66.1,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:03,30.1,0.1,449.0,0.0,33.0,47.0,52.0,35.2,18.6,67.4,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:09,31.7,0.1,450.0,0.0,33.0,46.0,52.0,35.2,18.6,67.8,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:15,32.0,0.1,451.0,0.0,33.0,46.0,52.0,35.2,18.6,69.2,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:20,29.8,0.1,451.0,0.0,33.0,46.0,52.0,35.2,18.6,73.9,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:26,30.1,0.1,451.0,0.0,33.0,45.0,51.0,35.2,18.6,73.5,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:31,29.9,0.1,452.0,0.0,33.0,45.0,51.0,35.2,18.6,72.7,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:37,32.0,0.1,453.0,0.0,33.0,44.0,50.0,35.2,18.6,77.9,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:42,31.7,0.1,453.0,0.0,33.0,44.0,49.0,35.2,18.6,72.9,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:48,30.1,0.1,454.0,0.0,33.0,44.0,49.0,35.2,18.6,71.4,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:54,29.8,0.1,454.0,0.0,33.0,44.0,49.0,35.2,18.6,74.7,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:50:59,29.9,0.1,455.0,0.0,33.0,44.0,49.0,35.2,18.6,75.0,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:51:05,31.8,0.1,455.0,0.0,33.0,44.0,49.0,35.2,18.6,69.2,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:51:10,31.8,0.1,455.0,0.0,33.0,44.0,49.0,35.2,18.6,75.2,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:51:16,29.9,0.1,454.0,0.0,33.0,44.0,49.0,35.3,18.6,69.9,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
2023-09-11 14:51:22,28.8,0.1,454.0,0.0,34.0,45.0,50.0,35.2,18.6,67.4,7.0,middle,non ac,classroom,3.0,sunny,Occ_Class_1
