Time Entered,Last Modified,Occupancy,Position,Room Condition,Room Type,Floor No.,Weather
2023-08-22 11:40:07,2023-08-22 11:40:07,2,middle,ac,classroom,3,overcast
2023-08-22 11:46:14,2023-08-22 11:46:14,0,middle,ac,classroom,3,overcast
2023-08-22 11:59:50,2023-08-22 11:59:50,2,middle,ac,classroom,3,overcast
2023-08-22 12:01:15,2023-08-22 12:01:15,1,middle,ac,classroom,3,overcast
2023-08-22 12:06:09,2023-08-22 12:06:09,2,middle,ac,classroom,3,overcast
