Time Entered,Last Modified,Occupancy,Position,Room Condition,Room Type,Floor No.,Weather
2023-09-13 11:39:47,2023-09-13 11:39:47,27,frontside,non ac,classroom,0,cloudy
2023-09-13 11:40:41,2023-09-13 11:40:41,25,frontside,non ac,classroom,0,cloudy
2023-09-13 11:41:40,2023-09-13 11:41:40,24,frontside,non ac,classroom,0,cloudy
2023-09-13 11:42:14,2023-09-13 11:42:14,22,frontside,non ac,classroom,0,cloudy
2023-09-13 11:42:45,2023-09-13 11:42:45,21,frontside,non ac,classroom,0,cloudy
2023-09-13 11:43:09,2023-09-13 11:43:09,19,frontside,non ac,classroom,0,cloudy
2023-09-13 11:43:29,2023-09-13 11:43:29,21,frontside,non ac,classroom,0,cloudy
2023-09-13 11:44:15,2023-09-13 11:44:15,23,frontside,non ac,classroom,0,cloudy
2023-09-13 11:44:56,2023-09-13 11:44:56,24,frontside,non ac,classroom,0,cloudy
2023-09-13 11:46:20,2023-09-13 11:46:20,23,frontside,non ac,classroom,0,cloudy
2023-09-13 11:46:26,2023-09-13 11:46:26,26,frontside,non ac,classroom,0,cloudy
2023-09-13 11:46:45,2023-09-13 11:46:45,25,frontside,non ac,classroom,0,cloudy
2023-09-13 11:48:02,2023-09-13 11:48:02,26,frontside,non ac,classroom,0,cloudy
2023-09-13 11:48:13,2023-09-13 11:48:13,27,frontside,non ac,classroom,0,cloudy
2023-09-13 11:48:36,2023-09-13 11:48:36,28,frontside,non ac,classroom,0,cloudy
2023-09-13 11:50:58,2023-09-13 11:50:58,29,frontside,non ac,classroom,0,cloudy
2023-09-13 11:52:29,2023-09-13 11:52:29,28,frontside,non ac,classroom,0,cloudy
2023-09-13 11:52:59,2023-09-13 11:52:59,29,frontside,non ac,classroom,0,cloudy
2023-09-13 11:54:17,2023-09-13 11:54:17,30,frontside,non ac,classroom,0,cloudy
2023-09-13 12:44:16,2023-09-13 12:44:23,15,middle,non ac,classroom,0,cloudy
2023-09-13 12:45:31,2023-09-13 12:45:31,14,middle,non ac,classroom,0,cloudy
2023-09-13 12:45:54,2023-09-13 12:45:54,15,middle,non ac,classroom,0,cloudy
2023-09-13 12:46:22,2023-09-13 12:46:22,16,middle,non ac,classroom,0,cloudy
2023-09-13 12:46:39,2023-09-13 12:46:39,17,middle,non ac,classroom,0,cloudy
2023-09-13 12:47:47,2023-09-13 12:47:47,16,middle,non ac,classroom,0,cloudy
2023-09-13 12:49:43,2023-09-13 12:49:43,13,middle,non ac,classroom,0,cloudy
2023-09-13 12:50:03,2023-09-13 12:50:03,14,middle,non ac,classroom,0,cloudy
2023-09-13 12:56:57,2023-09-13 12:56:57,16,middle,non ac,classroom,0,cloudy
2023-09-13 12:57:22,2023-09-13 12:57:22,15,middle,non ac,classroom,0,cloudy
2023-09-13 12:57:32,2023-09-13 12:57:32,16,middle,non ac,classroom,0,cloudy
2023-09-13 12:58:50,2023-09-13 12:58:50,11,middle,non ac,classroom,0,cloudy
2023-09-13 12:59:29,2023-09-13 12:59:29,10,middle,non ac,classroom,0,cloudy
