Time Entered,Last Modified,Occupancy,Position,Room Condition,Room Type,Floor No.,Weather
2023-08-23 12:27:50,2023-08-23 12:27:50,13,middle,ac,lab,2,rainy
2023-08-23 12:28:01,2023-08-23 12:28:01,14,middle,ac,lab,2,rainy
2023-08-23 12:29:23,2023-08-23 12:29:23,13,middle,ac,lab,2,rainy
2023-08-23 12:29:35,2023-08-23 12:29:35,14,middle,ac,lab,2,rainy
2023-08-23 12:29:35,2023-08-23 12:29:42,0,middle,ac,lab,2,rainy
2023-08-23 12:29:56,2023-08-23 12:29:56,13,middle,ac,lab,2,rainy
2023-08-23 12:30:09,2023-08-23 12:30:09,14,middle,ac,lab,2,rainy
2023-08-23 12:30:17,2023-08-23 12:30:17,13,middle,ac,lab,2,rainy
2023-08-23 12:30:31,2023-08-23 12:30:31,14,middle,ac,lab,2,rainy
2023-08-23 12:30:32,2023-08-23 12:30:39,0,middle,ac,lab,2,rainy
2023-08-23 12:30:45,2023-08-23 12:30:45,13,middle,ac,lab,2,rainy
2023-08-23 12:30:56,2023-08-23 12:30:56,11,middle,ac,lab,2,rainy
2023-08-23 12:31:04,2023-08-23 12:31:04,10,middle,ac,lab,2,rainy
2023-08-23 12:31:36,2023-08-23 12:31:36,9,middle,ac,lab,2,rainy
2023-08-23 12:31:54,2023-08-23 12:31:54,12,middle,ac,lab,2,rainy
2023-08-23 12:32:29,2023-08-23 12:32:29,13,middle,ac,lab,2,rainy
2023-08-23 12:33:41,2023-08-23 12:33:41,12,middle,ac,lab,2,rainy
2023-08-23 12:34:05,2023-08-23 12:34:05,14,middle,ac,lab,2,rainy
2023-08-23 12:34:08,2023-08-23 12:34:08,13,middle,ac,lab,2,rainy
2023-08-23 12:34:31,2023-08-23 12:34:31,14,middle,ac,lab,2,rainy
2023-08-23 12:34:53,2023-08-23 12:34:53,13,middle,ac,lab,2,rainy
2023-08-23 12:35:01,2023-08-23 12:35:01,14,middle,ac,lab,2,rainy
2023-08-23 12:35:12,2023-08-23 12:35:12,12,middle,ac,lab,2,rainy
2023-08-23 12:35:23,2023-08-23 12:35:45,0,backside,ac,lab,2,rainy
2023-08-23 12:35:36,2023-08-23 12:35:36,12,backside,ac,lab,2,rainy
2023-08-23 12:36:21,2023-08-23 12:36:21,13,backside,ac,lab,2,rainy
2023-08-23 12:36:33,2023-08-23 12:36:33,15,backside,ac,lab,2,rainy
2023-08-23 12:36:53,2023-08-23 12:36:53,16,backside,ac,lab,2,rainy
2023-08-23 12:36:58,2023-08-23 12:36:58,17,backside,ac,lab,2,rainy
2023-08-23 12:37:22,2023-08-23 12:37:22,16,backside,ac,lab,2,rainy
2023-08-23 12:37:27,2023-08-23 12:37:27,15,backside,ac,lab,2,rainy
2023-08-23 12:37:27,2023-08-23 12:37:31,0,backside,ac,lab,2,rainy
2023-08-23 12:38:40,2023-08-23 12:38:40,16,backside,ac,lab,2,rainy
2023-08-23 12:39:01,2023-08-23 12:39:01,17,backside,ac,lab,2,rainy
2023-08-23 12:39:07,2023-08-23 12:39:07,16,backside,ac,lab,2,rainy
2023-08-23 12:39:54,2023-08-23 12:39:54,15,backside,ac,lab,2,rainy
2023-08-23 12:40:03,2023-08-23 12:40:03,16,backside,ac,lab,2,rainy
2023-08-23 12:40:22,2023-08-23 12:40:22,18,backside,ac,lab,2,rainy
2023-08-23 12:40:52,2023-08-23 12:40:52,17,backside,ac,lab,2,rainy
2023-08-23 12:41:11,2023-08-23 12:41:11,18,backside,ac,lab,2,rainy
2023-08-23 12:41:27,2023-08-23 12:41:27,17,backside,ac,lab,2,rainy
2023-08-23 12:41:36,2023-08-23 12:41:36,18,backside,ac,lab,2,rainy
2023-08-23 12:42:21,2023-08-23 12:43:11,20,backside,ac,lab,2,rainy
2023-08-23 12:42:33,2023-08-23 12:43:16,20,backside,ac,lab,2,rainy
2023-08-23 12:43:20,2023-08-23 12:43:20,19,backside,ac,lab,2,rainy
2023-08-23 12:44:25,2023-08-23 12:44:25,20,backside,ac,lab,2,rainy
2023-08-23 12:45:44,2023-08-23 12:45:44,18,backside,ac,lab,2,rainy
2023-08-23 12:49:17,2023-08-23 12:49:17,17,backside,ac,lab,2,rainy
2023-08-23 12:49:41,2023-08-23 12:49:41,18,backside,ac,lab,2,rainy
2023-08-23 12:49:46,2023-08-23 12:49:46,19,backside,ac,lab,2,rainy
2023-08-23 12:50:31,2023-08-23 12:51:45,17,backside,ac,lab,2,rainy
2023-08-23 12:51:36,2023-08-23 12:51:36,16,backside,ac,lab,2,rainy
2023-08-23 12:52:28,2023-08-23 12:52:28,15,backside,ac,lab,2,rainy
2023-08-23 12:53:39,2023-08-23 12:53:39,16,backside,ac,lab,2,rainy
2023-08-23 12:54:18,2023-08-23 12:54:18,17,backside,ac,lab,2,rainy
2023-08-23 12:54:19,2023-08-23 12:54:25,0,backside,ac,lab,2,rainy
2023-08-23 12:59:11,2023-08-23 12:59:11,18,backside,ac,lab,2,rainy
2023-08-23 12:59:56,2023-08-23 12:59:56,15,backside,ac,lab,2,rainy
2023-08-23 13:00:37,2023-08-23 13:00:37,14,backside,ac,lab,2,rainy
2023-08-23 13:01:17,2023-08-23 13:01:17,15,backside,ac,lab,2,rainy
2023-08-23 13:01:59,2023-08-23 13:01:59,14,backside,ac,lab,2,rainy
2023-08-23 13:03:28,2023-08-23 13:03:28,15,backside,ac,lab,2,rainy
2023-08-23 13:04:34,2023-08-23 13:04:34,13,backside,ac,lab,2,rainy
2023-08-23 13:04:47,2023-08-23 13:04:47,12,backside,ac,lab,2,rainy
2023-08-23 13:05:32,2023-08-23 13:05:32,10,backside,ac,lab,2,rainy
2023-08-23 13:05:33,2023-08-23 13:05:38,0,backside,ac,lab,2,rainy
2023-08-23 13:05:57,2023-08-23 13:05:57,11,backside,ac,lab,2,rainy
2023-08-23 13:06:02,2023-08-23 13:06:02,12,backside,ac,lab,2,rainy
2023-08-23 13:09:07,2023-08-23 13:09:07,13,backside,ac,lab,2,rainy
2023-08-23 13:09:15,2023-08-23 13:09:15,15,backside,ac,lab,2,rainy
2023-08-23 13:09:35,2023-08-23 13:09:35,14,backside,ac,lab,2,rainy
2023-08-23 13:10:50,2023-08-23 13:10:50,15,backside,ac,lab,2,rainy
2023-08-23 13:11:48,2023-08-23 13:11:48,14,backside,ac,lab,2,rainy
2023-08-23 13:11:49,2023-08-23 13:11:52,0,backside,ac,lab,2,rainy
2023-08-23 13:12:44,2023-08-23 13:12:44,15,backside,ac,lab,2,rainy
2023-08-23 13:13:25,2023-08-23 13:13:25,14,backside,ac,lab,2,rainy
2023-08-23 13:15:23,2023-08-23 13:16:33,0,backside,ac,lab,2,rainy
2023-08-23 13:15:23,2023-08-23 13:15:27,0,backside,ac,lab,2,rainy
2023-08-23 13:15:59,2023-08-23 13:16:28,13,backside,ac,lab,2,rainy
2023-08-23 13:18:25,2023-08-23 13:18:25,15,backside,ac,lab,2,rainy
2023-08-23 13:20:15,2023-08-23 13:20:15,17,backside,ac,lab,2,rainy
2023-08-23 13:20:33,2023-08-23 13:20:33,16,backside,ac,lab,2,rainy
2023-08-23 13:21:13,2023-08-23 13:21:13,17,backside,ac,lab,2,rainy
2023-08-23 13:21:13,2023-08-23 13:21:18,0,backside,ac,lab,2,rainy
2023-08-23 13:22:20,2023-08-23 13:22:20,18,backside,ac,lab,2,rainy
