Timestamp,CO (ppm),NO2 (ppm),CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Occupancy,Position,Room Condition,Room Type,Floor No.,Weather
2023-08-23 12:08:44,$,$,2243.0,0.0,46.0,70.0,73.0,26.0,13.9,77.5,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:08:49,$,$,2243.0,0.0,47.0,70.0,73.0,26.0,13.9,72.8,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:08:55,$,$,2243.0,0.0,47.0,70.0,74.0,25.9,13.9,71.5,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:01,$,$,2244.0,0.0,48.0,71.0,76.0,25.9,13.9,77.0,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:06,$,$,2246.0,0.0,48.0,71.0,75.0,25.9,13.9,78.2,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:12,$,$,2247.0,0.0,49.0,72.0,76.0,25.9,13.9,71.0,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:17,$,$,2248.0,0.0,49.0,71.0,76.0,26.0,13.9,80.5,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:23,$,$,2249.0,0.0,48.0,70.0,74.0,25.9,13.9,72.7,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:28,$,$,2251.0,0.0,49.0,71.0,75.0,25.9,13.9,78.2,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:34,$,$,2252.0,0.0,49.0,71.0,75.0,25.9,13.9,79.3,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:40,$,$,2252.0,0.0,48.0,70.0,74.0,25.9,13.9,72.5,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:45,$,$,2253.0,0.0,48.0,70.0,75.0,25.9,13.9,78.8,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:51,$,$,2253.0,0.0,48.0,70.0,75.0,25.9,13.9,75.3,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:09:56,$,$,2252.0,0.0,48.0,71.0,76.0,25.9,13.9,75.0,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:02,$,$,2252.0,0.0,48.0,71.0,77.0,25.9,13.9,76.2,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:08,$,$,2252.0,0.0,48.0,71.0,77.0,25.9,13.9,73.5,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:13,$,$,2252.0,0.0,48.0,71.0,78.0,25.9,13.9,70.5,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:19,$,$,2253.0,0.0,48.0,71.0,78.0,25.9,13.9,80.0,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:24,$,$,2253.0,0.0,48.0,71.0,78.0,25.9,13.9,73.5,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:30,$,$,2252.0,0.0,48.0,71.0,77.0,25.9,13.9,85.6,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:35,$,$,2250.0,0.0,48.0,71.0,77.0,25.8,13.9,76.7,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:41,$,$,2249.0,0.0,47.0,71.0,78.0,25.9,13.9,72.2,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:47,$,$,2247.0,0.0,47.0,71.0,78.0,25.9,13.9,75.1,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:52,$,$,2246.0,0.0,47.0,71.0,78.0,25.8,13.9,77.1,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:10:58,$,$,2245.0,0.0,47.0,71.0,78.0,25.8,13.9,77.1,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:03,$,$,2244.0,0.0,47.0,71.0,79.0,25.8,13.9,76.9,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:09,$,$,2242.0,0.0,47.0,71.0,79.0,25.8,13.9,71.5,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:15,$,$,2241.0,0.0,47.0,72.0,79.0,25.8,13.9,71.3,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:20,$,$,2239.0,0.0,47.0,73.0,80.0,25.8,13.9,79.6,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:26,$,$,2238.0,0.0,47.0,73.0,80.0,25.8,13.9,75.1,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:31,$,$,2236.0,0.0,47.0,73.0,80.0,25.8,13.9,75.8,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:37,$,$,2234.0,0.0,47.0,73.0,80.0,25.8,13.9,78.4,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:42,$,$,2231.0,0.0,47.0,72.0,80.0,25.8,13.9,72.5,13.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:48,$,$,2229.0,0.0,47.0,72.0,80.0,25.8,13.9,72.7,13.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:54,$,$,2228.0,0.0,47.0,71.0,80.0,25.8,13.9,80.1,13.0,middle,ac,lab,2.0,rainy
2023-08-23 12:11:59,$,$,2227.0,0.0,47.0,71.0,80.0,25.7,13.9,75.3,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:05,$,$,2225.0,0.0,47.0,71.0,80.0,25.8,13.9,77.9,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:10,$,$,2224.0,0.0,47.0,71.0,80.0,25.7,13.9,78.6,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:16,$,$,2223.0,0.0,47.0,71.0,80.0,25.8,13.9,77.5,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:21,$,$,2223.0,0.0,47.0,71.0,79.0,25.8,13.9,77.7,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:27,$,$,2223.0,0.0,46.0,71.0,79.0,25.7,13.9,71.3,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:33,$,$,2223.0,0.0,46.0,70.0,78.0,25.7,13.8,73.1,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:38,$,$,2223.0,0.0,46.0,70.0,77.0,25.7,13.9,78.8,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:44,$,$,2222.0,0.0,46.0,70.0,77.0,25.7,13.8,73.9,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:49,$,$,2221.0,0.0,46.0,70.0,77.0,25.7,13.8,76.7,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:12:55,$,$,2221.0,0.0,46.0,70.0,76.0,25.7,13.9,76.1,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:01,$,$,2221.0,0.0,47.0,70.0,76.0,25.7,13.8,76.4,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:06,$,$,2220.0,0.0,48.0,71.0,77.0,25.7,13.9,77.7,11.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:12,$,$,2219.0,0.0,48.0,70.0,76.0,25.7,13.8,79.0,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:17,$,$,2219.0,0.0,49.0,71.0,77.0,25.7,13.8,75.7,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:23,$,$,2219.0,0.0,48.0,70.0,76.0,25.7,13.8,72.0,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:28,$,$,2217.0,0.0,49.0,71.0,78.0,25.7,13.8,78.9,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:34,$,$,2216.0,0.0,47.0,70.0,77.0,25.7,13.8,74.8,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:40,$,$,2214.0,0.0,48.0,70.0,78.0,25.7,13.8,71.9,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:45,$,$,2214.0,0.0,47.0,69.0,76.0,25.7,13.8,78.2,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:51,$,$,2213.0,0.0,47.0,69.0,76.0,25.7,13.8,73.8,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:13:56,$,$,2212.0,0.0,47.0,69.0,75.0,25.7,13.8,75.5,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:14:02,$,$,2211.0,0.0,47.0,69.0,75.0,25.7,13.8,71.9,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:14:08,$,$,2212.0,0.0,47.0,69.0,75.0,25.7,13.8,74.5,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:14:13,$,$,2212.0,0.0,47.0,70.0,75.0,25.7,13.8,78.1,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:14:19,$,$,2212.0,0.0,47.0,70.0,75.0,25.6,13.8,74.6,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:14:24,$,$,2212.0,0.0,47.0,69.0,76.0,25.7,13.8,72.8,12.0,middle,ac,lab,2.0,rainy
2023-08-23 12:14:30,$,$,2212.0,0.0,46.0,69.0,76.0,25.7,13.8,78.0,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:14:35,$,$,2211.0,0.0,46.0,69.0,75.0,25.6,13.8,73.0,14.0,middle,ac,lab,2.0,rainy
2023-08-23 12:14:41,$,$,2211.0,0.0,46.0,69.0,75.0,25.6,13.8,75.3,14.0,middle,ac,lab,2.0,rainy
