Timestamp,CO (ppm),NO2 (ppm),CO2 (ppm),TVOC (ppb),PM1 (ug/m3),PM2.5 (ug/m3),PM10 (ug/m3),Temperature (C),Humidity (%),Sound (dB),Occupancy,Position,Room Condition,Room Type,Floor No.,Weather
2023-08-22 12:11:35,$,$,2177.0,0.0,42.0,60.0,65.0,27.3,14.7,67.2,24.0,middle,ac,lab,2.0,overcast
2023-08-22 12:11:41,$,$,2191.0,0.0,42.0,60.0,66.0,27.4,14.6,81.8,24.0,middle,ac,lab,2.0,overcast
2023-08-22 12:11:47,$,$,2205.0,0.0,42.0,60.0,67.0,27.3,14.6,71.3,24.0,middle,ac,lab,2.0,overcast
2023-08-22 12:11:52,$,$,2215.0,0.0,42.0,60.0,67.0,27.3,14.6,73.1,24.0,middle,ac,lab,2.0,overcast
2023-08-22 12:11:58,$,$,2230.0,0.0,41.0,60.0,66.0,27.3,14.6,75.7,24.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:03,$,$,2241.0,0.0,41.0,59.0,65.0,27.3,14.6,67.4,24.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:09,$,$,2251.0,0.0,41.0,59.0,64.0,27.3,14.6,70.8,24.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:14,$,$,2259.0,0.0,41.0,58.0,64.0,27.3,14.6,73.3,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:20,$,$,2268.0,0.0,41.0,58.0,63.0,27.3,14.6,67.8,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:26,$,$,2275.0,0.0,41.0,58.0,63.0,27.2,14.6,75.5,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:31,$,$,2285.0,0.0,42.0,59.0,63.0,27.2,14.6,75.9,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:37,$,$,2306.0,0.0,41.0,58.0,62.0,27.2,14.6,70.2,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:42,$,$,2319.0,0.0,42.0,59.0,63.0,27.2,14.6,75.3,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:48,$,$,2335.0,0.0,41.0,59.0,62.0,27.2,14.6,67.0,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:54,$,$,2349.0,0.0,41.0,60.0,63.0,27.1,14.6,69.2,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:12:59,$,$,2361.0,0.0,41.0,60.0,64.0,27.1,14.5,77.7,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:05,$,$,2372.0,0.0,41.0,60.0,64.0,27.1,14.5,70.5,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:10,$,$,2379.0,0.0,40.0,60.0,64.0,27.1,14.6,68.6,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:16,$,$,2381.0,0.0,40.0,60.0,64.0,27.1,14.5,76.8,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:21,$,$,2383.0,0.0,40.0,60.0,64.0,27.1,14.5,79.3,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:27,$,$,2383.0,0.0,38.0,60.0,64.0,27.1,14.5,78.5,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:33,$,$,2385.0,0.0,38.0,60.0,64.0,27.1,14.5,68.5,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:38,$,$,2385.0,0.0,38.0,60.0,64.0,27.0,14.5,67.7,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:44,$,$,2383.0,0.0,38.0,60.0,64.0,27.0,14.5,70.1,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:49,$,$,2379.0,0.0,38.0,60.0,65.0,27.0,14.5,70.8,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:13:55,$,$,2377.0,0.0,38.0,60.0,66.0,27.0,14.5,69.0,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:01,$,$,2375.0,0.0,38.0,60.0,66.0,27.0,14.5,73.8,29.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:06,$,$,2373.0,0.0,38.0,60.0,66.0,27.0,14.4,68.2,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:12,$,$,2371.0,0.0,38.0,60.0,66.0,27.0,14.4,78.3,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:17,$,$,2369.0,0.0,38.0,60.0,65.0,26.9,14.4,79.1,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:23,$,$,2368.0,0.0,38.0,60.0,65.0,26.9,14.4,68.0,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:28,$,$,2367.0,0.0,40.0,60.0,65.0,26.9,14.4,67.7,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:34,$,$,2365.0,0.0,40.0,61.0,66.0,26.9,14.4,73.9,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:40,$,$,2364.0,0.0,41.0,61.0,66.0,26.9,14.4,69.3,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:45,$,$,2361.0,0.0,41.0,61.0,67.0,26.8,14.4,67.5,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:51,$,$,2360.0,0.0,41.0,62.0,67.0,26.9,14.4,77.8,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:14:56,$,$,2359.0,0.0,41.0,62.0,68.0,26.9,14.4,68.3,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:02,$,$,2359.0,0.0,42.0,62.0,68.0,26.8,14.4,76.5,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:07,$,$,2358.0,0.0,42.0,61.0,68.0,26.9,14.4,79.2,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:13,$,$,2355.0,0.0,42.0,61.0,68.0,26.9,14.4,73.4,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:19,$,$,2353.0,0.0,42.0,60.0,68.0,26.8,14.4,68.3,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:24,$,$,2352.0,0.0,43.0,61.0,69.0,26.8,14.4,72.0,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:30,$,$,2352.0,0.0,43.0,61.0,69.0,26.8,14.4,68.8,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:35,$,$,2352.0,0.0,42.0,60.0,69.0,26.8,14.4,73.0,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:41,$,$,2351.0,0.0,43.0,62.0,70.0,26.8,14.4,69.3,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:47,$,$,2349.0,0.0,42.0,62.0,69.0,26.8,14.4,69.2,30.0,middle,ac,lab,2.0,overcast
2023-08-22 12:15:52,$,$,2348.0,0.0,43.0,63.0,71.0,26.8,14.4,74.6,30.0,middle,ac,lab,2.0,overcast
