Time Entered,Last Modified,Occupancy,Position,Room Condition,Room Type,Floor No.,Weather
2023-09-22 11:47:53,2023-09-22 11:50:59,35,middle,non ac,classroom,3,cloudy
2023-09-22 11:48:38,2023-09-22 11:50:43,36,middle,non ac,classroom,3,cloudy
2023-09-22 11:49:20,2023-09-22 11:50:39,37,middle,non ac,classroom,3,cloudy
2023-09-22 11:50:49,2023-09-22 11:50:49,39,middle,non ac,classroom,3,cloudy
2023-09-22 11:53:12,2023-09-22 11:53:12,40,middle,non ac,classroom,3,cloudy
2023-09-22 11:53:16,2023-09-22 11:53:16,42,middle,non ac,classroom,3,cloudy
2023-09-22 11:58:00,2023-09-22 11:58:00,44,middle,non ac,classroom,3,cloudy
2023-09-22 12:01:26,2023-09-22 12:01:26,48,middle,non ac,classroom,3,cloudy
2023-09-22 12:01:39,2023-09-22 12:01:39,47,middle,non ac,classroom,3,cloudy
2023-09-22 12:02:06,2023-09-22 12:05:39,49,middle,non ac,classroom,3,cloudy
2023-09-22 12:02:12,2023-09-22 12:05:26,51,middle,non ac,classroom,3,cloudy
2023-09-22 12:02:17,2023-09-22 12:05:19,53,middle,non ac,classroom,3,cloudy
2023-09-22 12:25:59,2023-09-22 12:25:59,51,middle,non ac,classroom,3,cloudy
2023-09-22 12:34:27,2023-09-22 12:34:27,50,middle,non ac,classroom,3,cloudy
2023-09-22 12:35:03,2023-09-22 12:35:03,49,middle,non ac,classroom,3,cloudy
2023-09-22 12:35:10,2023-09-22 12:35:10,48,middle,non ac,classroom,3,cloudy
2023-09-22 12:35:38,2023-09-22 12:35:38,45,middle,non ac,classroom,3,cloudy
2023-09-22 12:35:55,2023-09-22 12:35:55,40,middle,non ac,classroom,3,cloudy
2023-09-22 12:36:00,2023-09-22 12:36:00,38,middle,non ac,classroom,3,cloudy
2023-09-22 12:36:03,2023-09-22 12:36:03,37,middle,non ac,classroom,3,cloudy
2023-09-22 12:36:07,2023-09-22 12:36:07,36,middle,non ac,classroom,3,cloudy
2023-09-22 12:36:31,2023-09-22 12:36:31,32,middle,non ac,classroom,3,cloudy
2023-09-22 12:36:50,2023-09-22 12:36:50,30,middle,non ac,classroom,3,cloudy
2023-09-22 12:37:00,2023-09-22 12:37:00,29,middle,non ac,classroom,3,cloudy
2023-09-22 12:37:22,2023-09-22 12:37:22,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:38:52,2023-09-22 12:38:52,29,middle,non ac,classroom,3,cloudy
2023-09-22 12:38:58,2023-09-22 12:39:07,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:39:18,2023-09-22 12:39:18,26,middle,non ac,classroom,3,cloudy
2023-09-22 12:39:24,2023-09-22 12:39:24,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:39:36,2023-09-22 12:39:36,27,middle,non ac,classroom,3,cloudy
2023-09-22 12:39:40,2023-09-22 12:41:12,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:39:49,2023-09-22 12:41:50,30,middle,non ac,classroom,3,cloudy
2023-09-22 12:40:57,2023-09-22 12:41:46,31,middle,non ac,classroom,3,cloudy
2023-09-22 12:41:19,2023-09-22 12:41:41,30,middle,non ac,classroom,3,cloudy
2023-09-22 12:42:09,2023-09-22 12:42:09,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:42:13,2023-09-22 12:42:13,30,middle,non ac,classroom,3,cloudy
2023-09-22 12:42:22,2023-09-22 12:42:22,29,middle,non ac,classroom,3,cloudy
2023-09-22 12:42:33,2023-09-22 12:42:33,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:42:57,2023-09-22 12:42:57,27,middle,non ac,classroom,3,cloudy
2023-09-22 12:43:00,2023-09-22 12:43:00,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:43:05,2023-09-22 12:43:05,27,middle,non ac,classroom,3,cloudy
2023-09-22 12:43:15,2023-09-22 12:43:15,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:43:18,2023-09-22 12:43:18,30,middle,non ac,classroom,3,cloudy
2023-09-22 12:43:28,2023-09-22 12:43:28,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:43:34,2023-09-22 12:43:34,27,middle,non ac,classroom,3,cloudy
2023-09-22 12:44:13,2023-09-22 12:44:13,26,middle,non ac,classroom,3,cloudy
2023-09-22 12:44:19,2023-09-22 12:44:19,27,middle,non ac,classroom,3,cloudy
2023-09-22 12:44:41,2023-09-22 12:44:41,28,middle,non ac,classroom,3,cloudy
2023-09-22 12:45:41,2023-09-22 12:45:41,27,middle,non ac,classroom,3,cloudy
2023-09-22 12:45:51,2023-09-22 12:45:51,25,middle,non ac,classroom,3,cloudy
2023-09-22 12:45:58,2023-09-22 12:45:58,20,middle,non ac,classroom,3,cloudy
2023-09-22 12:46:02,2023-09-22 12:46:02,19,middle,non ac,classroom,3,cloudy
2023-09-22 12:46:18,2023-09-22 12:46:18,18,middle,non ac,classroom,3,cloudy
2023-09-22 12:46:59,2023-09-22 12:46:59,17,middle,non ac,classroom,3,cloudy
2023-09-22 12:47:21,2023-09-22 12:47:21,19,middle,non ac,classroom,3,cloudy
2023-09-22 12:47:24,2023-09-22 12:48:40,20,middle,non ac,classroom,3,cloudy
2023-09-22 12:48:05,2023-09-22 12:48:45,21,middle,non ac,classroom,3,cloudy
2023-09-22 12:48:08,2023-09-22 12:48:08,21,middle,non ac,classroom,3,cloudy
2023-09-22 12:49:07,2023-09-22 12:49:51,16,middle,non ac,classroom,3,cloudy
2023-09-22 12:49:28,2023-09-22 12:49:55,13,middle,non ac,classroom,3,cloudy
2023-09-22 12:50:03,2023-09-22 12:50:03,12,middle,non ac,classroom,3,cloudy
2023-09-22 12:50:09,2023-09-22 12:50:09,11,middle,non ac,classroom,3,cloudy
2023-09-22 12:50:26,2023-09-22 12:50:26,13,middle,non ac,classroom,3,cloudy
2023-09-22 12:51:01,2023-09-22 12:51:01,14,middle,non ac,classroom,3,cloudy
2023-09-22 12:51:06,2023-09-22 12:51:06,15,middle,non ac,classroom,3,cloudy
2023-09-22 12:51:14,2023-09-22 12:51:14,16,middle,non ac,classroom,3,cloudy
2023-09-22 12:51:26,2023-09-22 12:51:26,15,middle,non ac,classroom,3,cloudy
2023-09-22 12:51:41,2023-09-22 12:51:41,16,middle,non ac,classroom,3,cloudy
2023-09-22 12:52:07,2023-09-22 12:54:33,15,middle,non ac,classroom,3,cloudy
2023-09-22 12:52:46,2023-09-22 12:54:09,14,middle,non ac,classroom,3,cloudy
2023-09-22 12:57:51,2023-09-22 12:57:51,15,middle,non ac,classroom,3,cloudy
2023-09-22 12:58:01,2023-09-22 12:58:01,17,middle,non ac,classroom,3,cloudy
2023-09-22 13:00:44,2023-09-22 13:00:44,18,middle,non ac,classroom,3,cloudy
2023-09-22 13:01:16,2023-09-22 13:01:16,17,middle,non ac,classroom,3,cloudy
2023-09-22 13:01:49,2023-09-22 13:01:49,15,middle,non ac,classroom,3,cloudy
2023-09-22 13:02:37,2023-09-22 13:02:37,16,middle,non ac,classroom,3,cloudy
